Name	Standardized SMILES	SMILES (ionized)	Exp (logK)	Prediction	Set	AD evaluation	ALOGP	P_VSA_i_2	MLOGP	P_VSA_p_3	Eta_betaP	CATS2D_00_LL	C.	PCD	Ui	N.	totalcharge	CATS2D_00_PP	C.024	nCsp2	MLOGP2	GATS1i	SpMax2_Bh.p.	nBM	MATS5e	AMW	F01.C.N.	T.O..O.	J_D.Dt	SpMax_AEA.dm.
Tirofiban	O=C(O)C(NS(=O)(=O)CCCC)Cc2ccc(OCCCCC1CCNCC1)cc2	CCCCS(=O)(=O)NC(CC1=CC=C(OCCCCC2CC[NH2+]CC2)C=C1)C([O-])=O	0.249877473	0.30475414756	TS		1.82	91.854	-1.745	97.661	11	15	33.3	1.252	2.807	3	0	1	4	7	3.044	1.486	3.851	9	0.195	6.677	3	58	13.4039	4.462
Dofetilide	O=S(=O)(Nc2ccc(OCCN(C)CCc1ccc(cc1)NS(=O)(=O)C)cc2)C	C[NH+](CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	0.249877473	0.61664226838	TS		1.063	123.868	-2.541	135.483	19.5	10	33.3	2.31	3.459	5.3	1	1	8	12	6.459	1.569	3.956	16	-0.048	7.766	5	118	13.2502	4.311
Hydroxyimipramine, 2-	Oc1ccc3c(c1)CCc2ccccc2N3CCCN(C)C	C[NH+](C)CCCN1C2=CC=CC=C2CCC2=CC(O)=CC=C12	0.249877473	0.48932843576	TS		2.56	106.826	-0.376	106.826	13	12	40.4	2.446	2.807	4.3	1	1	7	12	0.141	1.374	3.747	12	0.066	6.329	6	0	19.1152	3.435
Methotrexate	O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3C(=N)NC(=N)Nc3(nc2))C(=O)O	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC([O-])=O)C([O-])=O	0.231138825	0.41597151584	TS		-0.972	97.443	1.311	97.443	22	7	37.7	3.471	3.644	15.1	-2	2	4	15	1.719	1.487	3.82	20	-0.02	8.537	15	52	14.2169	3.777
Palonosetron	O=C2c1cccc5c1C(CN2C4CN3CCC4(CC3))CCC5	O=C1N(CC2CCCC3=C2C1=CC=C3)C1C[NH+]2CCC1CC2	0.212608093	0.12126006305	TS		1.184	63.786	-0.337	63.786	7.5	13	40.4	1.326	2.322	4.3	1	1	3	7	0.114	1.357	3.837	7	-0.002	6.329	6	0	16.5714	3.807
Aminosalicylic acid, 5-	O=C(O)c1cc(N)ccc1(O)	NC1=CC=C(O)C(=C1)C([O-])=O	0.194265228	-0.19898759707	TS		-0.257	41.086	1.103	41.086	8.5	4	41.2	1.376	2.322	5.9	-1	1	3	7	1.217	0.849	3.039	7	0.092	8.949	1	10	9.9295	3.612
Cefadroxil	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CC=C(O)C=C1)C2=O)C([O-])=O	0.194265228	0.1252252068	TS		-1.538	72.882	-3.182	105.101	12.5	8	38.1	1.421	3	7.1	0	1	4	11	10.128	1.138	3.836	10	0.002	8.653	6	76	12.9908	4.61
Moxalactam	O=C(O)C3=C(COC2N3(C(=O)C2(OC)(NC(=O)C(C(=O)O)c1ccc(O)cc1)))CSc4nnnn4C	COC1(NC(=O)C(C([O-])=O)C2=CC=C(O)C=C2)C2OCC(CSC3=NN=NN3C)=C(N2C1=O)C([O-])=O	0.194265228	0.35194807135	TS		-1.681	95.336	1.328	127.556	18.5	8	37	1.861	3.524	11.1	-2	0	4	13	1.763	1.239	3.81	16	-0.188	9.602	8	240	13.757	4.472
Pentobarbital	O=C1NC(=O)C(C(=O)N1)(CC)C(C)CCC	CCCC(C)C1(CC)C(=O)NC(=O)NC1=O	0.194265228	-0.01167562783	TS		1.909	47.764	0.757	47.764	4.5	8	32.4	0.345	2	5.9	0	0	0	3	0.573	1.596	3.435	3	-0.289	6.656	4	12	12.6249	4.349
Talinolol	O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC2CCCCC2	CC(C)(C)[NH2+]CC(O)COC1=CC=C(NC(=O)NC2CCCCC2)C=C1	0.194265228	0.15692348483	TS		1.581	96.027	-1.803	96.027	8.5	12	33.3	1.162	2.322	5	1	1	4	7	3.251	1.506	3.742	7	-0.007	6.076	6	20	12.3741	3.562
Buflomedil	O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	COC1=CC(OC)=C(C(=O)CCC[NH+]2CCCC2)C(OC)=C1	0.176091259	0.06886230414	TS		0.997	92.106	-2.005	92.106	9	7	35.4	1.263	2.322	2.1	1	1	2	7	4.018	1.599	3.733	7	-0.026	6.426	3	26	12.3187	3.687
Cefatrizine	O=C(O)C4=C(CSc1nn[nH]c1)CSC3N4(C(=O)C3(NC(=O)C(N)c2ccc(O)cc2))	[NH3+]C(C(=O)NC1C2SCC(CSC3=NNN=C3)=C(N2C1=O)C([O-])=O)C1=CC=C(O)C=C1	0.176091259	0.14884457812	TS		-1.565	75.126	-3.156	139.565	17	8	36.7	1.875	3.392	12.2	0	1	4	13	9.961	0.989	3.843	15	0.014	9.44	8	76	12.6919	4.621
Zaleplon	N#Cc3cnn2c3(nccc2(c1cccc(c1)N(C(=O)C)CC))	CCN(C(C)=O)C1=CC(=CC=C1)C1=CC=NC2=C(C=NN12)C#N	0.176091259	0.36537602317	TS		1.847	120.139	2.268	120.139	19	9	44.7	3.562	3.585	13.2	0	0	5	13	5.144	1.31	3.767	18	-0.092	8.036	9	0	14.0987	4.072
Betaxolol	OC(COc1ccc(cc1)CCOCC2CC2)CNC(C)C	CC(C)[NH2+]CC(O)COC1=CC=C(CCOCC2CC2)C=C1	0.176091259	-0.00088505918	TS		1.347	87.471	-1.693	87.471	6.5	11	34.6	1.128	2	1.9	1	1	4	6	2.866	1.43	3.788	6	0.017	5.932	2	20	10.2025	2.972
Nomifensine	Nc1cccc3c1CN(C)CC3(c2ccccc2)	C[NH+]1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2	0.176091259	0.34998948117	TS		1.022	100.731	-0.789	100.731	12.5	12	43.2	2.245	2.807	5.4	1	2	8	12	0.622	1.114	3.774	12	-0.106	6.469	4	0	14.8715	3.518
Vincristine	O=CN2c1cc(OC)c(cc1C35(CCN4CC=CC(CC)(C(OC(=O)C)C(O)(C(=O)OC)C23)C45))C9(C(=O)OC)(c7[nH]c6ccccc6c7CCN8CC(CC(O)(C8)CC)C9)	CCC1(O)CC2C[NH+](C1)CCC1=C(NC3=CC=CC=C13)C(C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)C3C4(CC[NH+]5CC=CC(CC)(C45)C(OC(C)=O)C3(O)C(=O)OC)C2=C1	0.176091259	0.30998870338	TS		0.883	218.271	-5.044	218.271	22	25	39	3.716	3.807	3.4	2	2	6	20	25.442	1.382	4.035	21	0.015	7.009	11	348	25.725	4.418
Telithromycin	O=C2OC5(C)(C(OC(=O)C(C(=O)C(C)C(OC1OC(C)CC(N(C)C)C1(O))C(OC)(C)CC(C(=O)C(C)C5(N2CCCCn3cnc(c3)c4cnccc4))C)C)CC)	CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(C)(CC(C)C(=O)C(C)C2N(CCCCN3C=NC(=C3)C3=CN=CC=C3)C(=O)OC12C)OC	0.158068155	0.34006105933	TS		2.331	200.398	-2.602	200.398	16	20	34.7	1.732	3.392	4	1	1	2	12	6.768	1.663	3.833	15	-0.006	6.558	13	297	22.442	4.131
Triamterene	N=C1NC(=N)C=2N=C(C(=N)NC=2(N1))c3ccccc3	NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1	0.140178703	0.29728547236	TS		1.017	63.738	2.703	63.738	17.5	6	40	3.379	3.248	23.3	0	3	5	12	7.309	1.211	3.732	17	-0.43	8.443	11	0	14.4384	3.2
Voriconazole	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)C(c3ncncc3(F))C	CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F	0.140178703	0.48021441004	TS		2.072	107.568	3.681	107.568	16	6	41	2.134	3.248	12.8	0	0	3	12	13.551	1.071	3.694	17	-0.072	8.958	9	0	11.8367	3.98
Meperidine	O=C(OCC)C2(c1ccccc1)(CCN(C)CC2)	CCOC(=O)C1(CC[NH+](C)CC1)C1=CC=CC=C1	0.140178703	0.01725776151	TS		0.885	88.853	-1.162	88.853	7.5	10	37.5	1.054	2.322	2.5	1	1	5	7	1.349	1.454	3.64	7	-0.066	6.209	3	2	11.1542	4.203
Methicillin	O=C(O)C3N2C(=O)C(NC(=O)c1c(OC)cccc1(OC))C2SC3(C)(C)	COC1=CC=CC(OC)=C1C(=O)NC1C2SC(C)(C)C(N2C1=O)C([O-])=O	0.1224064	0.19134353522	TS		0.567	97.642	1.361	129.861	11.5	7	37.8	1.309	2.807	4.4	-1	0	3	9	1.851	1.373	3.828	9	-0.092	8.432	5	99	13.8819	4.952
Chloroquine	N(=C1C=CNc2cc(ccc12)Cl)C(C)CCCN(CC)CC	CC[NH+](CC)CCCC(C)NC1=CC=[NH+]C2=CC(Cl)=CC=C12	0.1224064	0.16691345292	TS		2.681	95.789	-0.169	134.937	9.5	11	36	2.331	2.7	6	2	2	4	9	0.029	1.5	3.671	11	0.043	6.439	7	0	14.4179	3.161
Phenoxymethylpenicillin	O=C(O)C3N2C(=O)C(NC(=O)COc1ccccc1)C2SC3(C)(C)	CC1(C)SC2C(NC(=O)COC3=CC=CC=C3)C(=O)N2C1C([O-])=O	0.087150176	0.17188796164	TS		0.648	90.991	1.33	123.211	11	8	39	1.069	2.807	4.9	-1	0	5	9	1.768	1.302	3.809	9	-0.02	8.522	5	60	12.1028	4.952
Hydroxydihydroquinidine, 3(S)-	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(O)(C4)CC	CCC1(O)C[NH+]2CCC1CC2C(O)C1=CC=NC2=CC=C(OC)C=C12	0.052178012	0.09821254051	TS		0.618	91.622	-2.197	91.622	10.5	11	38.5	2.313	2.7	3.8	1	1	4	9	4.827	1.331	3.87	11	0.041	6.606	5	22	14.6681	3.698
Ketamine	O=C2CCCCC2(NC)(c1ccccc1Cl)	C[NH2+]C1(CCCCC1=O)C1=CC=CC=C1Cl	0.052178012	0.10871198984	TS		1.509	68.259	-1.126	107.408	7.5	10	39.4	1.235	2.322	3	1	1	4	7	1.268	1.19	3.651	7	-0.075	7.235	2	0	11.8494	4.239
Phenacetin	O=C(Nc1ccc(OCC)cc1)C	CCOC1=CC=C(NC(C)=O)C=C1	0.052178012	-0.01957012844	TS		1.283	72.853	1.68	72.853	8.5	6	38.5	1.309	2.322	3.8	0	0	4	7	2.823	1.388	3.308	7	0.09	6.894	2	7	10.0107	3.533
Bromazepam	O=C2C=NC(c1ncccc1)c3cc(ccc3(N2))Br	BrC1=CC=C2NC(=O)C=NC(C3=NC=CC=C3)C2=C1	0.034762106	0.46525044453	TS		2.401	137.365	1.644	137.365	15.5	8	48.3	2.615	3.17	10.3	0	0	6	13	2.704	1.138	3.717	14	-0.009	10.902	6	0	15.8831	3.597
Toloxatone	O=C1OC(CO)CN1c2cccc(c2)C	CC1=CC(=CC=C1)N1CC(CO)OC1=O	0.017374096	-0.01246365183	TS		1.594	61.541	0.91	61.541	8	6	39.3	1.243	2.322	3.6	0	0	4	7	0.828	1.426	3.519	7	-0.057	7.402	3	10	10.7612	3.851
Abacavir	N=C2NC(=NC1CC1)c3ncn(c3(N2))C4C=CC(CO)C4	NC1=NC(NC2CC2)=C2N=CN(C3CC(CO)C=C3)C2=N1	0	-0.05873639448	TS		0.63	43.261	2.432	43.261	10	6	35.9	2.442	2.807	15.4	0	1	0	7	5.913	1.533	3.763	11	-0.211	7.343	12	0	12.2459	3.36
Labetalol	O=C(N)c1cc(ccc1(O))C(O)CNC(C)CCc2ccccc2	CC(CCC1=CC=CC=C1)[NH2+]CC(O)C1=CC=C(O)C(=C1)C(N)=O	0	0.18870958237	TS		1.1	106.071	-1.01	106.071	14	14	38.8	2.007	3	4.1	1	2	8	13	1.02	1.09	3.856	13	-0.006	6.724	3	16	12.3058	3.55
Nalbuphine	Oc6ccc5c1c6(OC2C(O)CCC3(O)(C(N(CCC123)CC4CCC4)C5))	OC1CCC2(O)C3CC4=CC=C(O)C5=C4C2(CC[NH+]3CC2CCC2)C1O5	0	-0.10742253064	TS		0.533	52.52	-1.53	52.52	7	13	38.9	1.269	2	1.9	1	1	2	6	2.34	1.184	3.793	6	-0.012	6.639	3	27	21.5991	4.285
Piperacillin	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)C(=O)N(CC)CC1)c2ccccc2)C3SC4(C)(C)	CCN1CCN(C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C([O-])=O)C2=CC=CC=C2)C(=O)C1=O	0	0.17891675072	TS		-0.466	113.169	0.391	145.388	15	10	37.1	0.862	3.322	8.1	-1	0	5	12	0.153	1.519	3.848	12	0.012	8.332	13	170	13.2568	4.952
Pravastatin (acid)	O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(O)CC(OC(=O)C(C)CC)C12)C	CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC([O-])=O)C12	0	0.16339710444	TS		1.454	87.203	2.054	87.203	6	17	35.4	0.859	2.322	0	-1	0	0	6	4.221	1.306	3.629	4	-0.141	6.517	0	168	18.6741	3.817
Rolitetracycline	O=C(NCN1CCCC1)C4C(=O)C(N(C)C)C5CC3C(C(=O)c2c(O)cccc2C3(O)(C))C(=O)C5(O)(C4(=O))	C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(=O)NCN2CCCC2)=C1[O-])C(=O)C1=C(O)C=CC=C1C3(C)O	0	0.12567879559	TS		-2.561	100.019	-3.838	100.019	14	13	38	2.128	3.17	4.2	0	1	3	13	14.728	1.315	3.834	11	0.06	7.431	8	164	22.2436	4.366
Sulbenicillin	O=C(O)C3N2C(=O)C(NC(=O)C(c1ccccc1)S(=O)(=O)O)C2SC3(C)(C)	CC1(C)SC2C(NC(=O)C(C3=CC=CC=C3)S([O-])(=O)=O)C(=O)N2C1C([O-])=O	0	0.12523480466	TS		-0.67	84.341	0.635	123.824	13.5	9	37.2	1.056	3.17	4.7	-2	0	5	9	0.403	1.297	3.884	11	-0.243	9.593	5	132	12.8275	4.952
Trimethoprim	N=C1NC=C(C(=N)N1)Cc2cc(OC)c(OC)c(OC)c2	COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OC)=C1OC	0	0.19672127899	TS		1.44	89.512	1.261	89.512	13.5	5	35	2.252	2.807	10	1	3	2	10	1.591	1.437	3.675	12	-0.324	7.284	6	10	12.9294	3.387
Irinotecan	O=C(Oc3ccc4nc2C1=CC5=C(C(=O)N1Cc2c(c4(c3))CC)COC(=O)C5(O)CC)N7CCC(N6CCCCC6)CC7	CCC1=C2C=C(OC(=O)N3CCC(CC3)[NH+]3CCCCC3)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)C2(O)CC)C1=O	-0.017374096	0.28502405616	TS		2.125	135.293	-0.871	135.293	18	18	40.2	3.223	3.524	4.9	1	1	3	16	0.758	1.421	3.845	16	-0.002	7.168	11	119	18.5912	4.302
Atracurium	O=C(OCCCCCOC(=O)CC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2ccc(OC)c(OC)c2)))CC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5ccc(OC)c(OC)c5))	COC1=CC=C(CC2C3=CC(OC)=C(OC)C=C3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCC3=CC(OC)=C(OC)C=C3C2CC2=CC=C(OC)C(OC)=C2)C=C1OC	-0.034762106	0.0036808169	TS		5.81	314.482	-4.767	314.482	31	25	38.1	3.805	3.907	1.4	2	2	10	26	22.728	1.561	3.961	26	-0.053	6.685	8	976	18.0074	3.897
Carbenicillin	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	CC1(C)SC2C(NC(=O)C(C([O-])=O)C3=CC=CC=C3)C(=O)N2C1C([O-])=O	-0.034762106	0.12081548294	TS		-0.463	91.056	1.289	123.275	12	10	40.5	1.05	3	4.8	-2	0	5	10	1.661	1.226	3.852	10	-0.173	8.962	5	97	12.649	4.952
Chlortetracycline	O=C(N)C3C(=O)C(N(C)C)C4CC2C(C(=O)c1c(O)ccc(c1C2(O)(C))Cl)C(=O)C4(O)(C3(=O))	C[NH+](C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(=O)C1=C([O-])C=CC(Cl)=C1C3(C)O	-0.034762106	0.01237379549	TS		-3.362	87.853	-4.587	127.002	13.5	11	40	2.171	3.17	3.6	-1	2	2	13	21.045	1.092	3.841	11	0.03	8.689	4	164	25.5487	4.366
Flecainide	O=C(NCC1NCCCC1)c2cc(OCC(F)(F)F)ccc2(OCC(F)(F)F)	FC(F)(F)COC1=CC=C(OCC(F)(F)F)C(=C1)C(=O)NCC1CCCC[NH2+]1	-0.034762106	0.09827228104	TS		2.338	83.325	-1.169	83.325	8.5	7	34.7	1.279	2.322	4.1	1	1	3	7	1.367	1.078	3.726	7	0.107	8.478	4	14	14.4713	4.271
Doxacurium	O=C(OCCC[N+]3(C)(CCc1cc(OC)c(OC)c(OC)c1C3(Cc2cc(OC)c(OC)c(OC)c2)))CCC(=O)OCCC[N+]6(C)(CCc4cc(OC)c(OC)c(OC)c4C6(Cc5cc(OC)c(OC)c(OC)c5))	COC1=CC(CC2C3=C(OC)C(OC)=C(OC)C=C3CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCC3=CC(OC)=C(OC)C(OC)=C3C2CC2=CC(OC)=C(OC)C(OC)=C2)=CC(OC)=C1OC	-0.052178012	0.01150322002	TS		4.771	338.548	-7.09	338.548	33	20	36.8	3.881	3.907	1.3	2	2	6	26	50.274	1.642	3.96	26	-0.096	6.812	8	1716	19.9905	3.912
Hexobarbital	O=C1NC(=O)C(C(=O)N1C)(C2=CCCCC2)C	CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1	-0.052178012	-0.04344751305	TS		1.493	53.707	0.947	53.707	5.5	8	36.4	0.551	2.322	6.1	0	0	0	5	0.897	1.544	3.536	4	-0.102	7.161	5	12	12.2064	4.46
Enprofylline	O=C1NC(=O)N(c2nc[nH]c12)CCC	CCCN1C2=C(NC=N2)C(=O)NC1=O	-0.087150176	-0.46543198079	TS		0.361	36.149	0.736	36.149	7.5	2	33.3	1.201	2.459	16.7	0	0	0	5	0.542	1.855	3.418	7	-0.168	8.092	9	4	13.5916	3.844
Ticarcillin	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccsc3	CC1(C)SC2C(NC(=O)C(C([O-])=O)C3=CSC=C3)C(=O)N2C1C([O-])=O	-0.087150176	0.09281456692	TS		-0.801	68.449	0.876	131.946	10	7	38.5	0.813	2.907	5.1	-2	0	1	8	0.767	1.163	3.879	9	-0.183	9.806	5	97	12.1599	4.952
Oxycodone	O=C1CCC5(O)(C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4))	COC1=CC=C2CC3[NH+](C)CCC45C(OC1=C24)C(=O)CCC35O	-0.087150176	-0.237399589474	TS		-0.532	72.467	-2.303	72.467	8.5	9	40	1.362	2.322	2.2	1	1	2	7	5.304	1.277	3.636	7	-0.042	7.031	3	27	24.5788	4.339
Clonidine	N2=C(Nc1c(cccc1Cl)Cl)NCC2	ClC1=CC=CC(Cl)=C1NC1=[NH+]CCN1	-0.104735351	-0.13564519017	TS		1.339	44.297	2.66	122.594	8	5	37.5	1.478	2.322	12.5	1	1	3	7	7.074	1.389	3.576	7	0.398	9.63	6	0	10.4002	3.393
Hydroxychloroquine	OCCN(CC)CCCC(N=C1C=CNc2cc(ccc12)Cl)C	CC[NH+](CCO)CCCC(C)NC1=CC=[NH+]C2=CC(Cl)=CC=C12	-0.1224064	0.04273817266	TS		1.793	86.963	-0.977	126.112	9.5	10	35.3	2.322	2.7	5.9	2	2	4	9	0.954	1.488	3.671	11	-0.015	6.626	7	0	14.5252	3.161
Flumazenil	O=C(OCC)c1ncn2c3ccc(F)cc3(C(=O)N(C)Cc12)	CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1	-0.140178703	0.03628172817	TS		1.797	93.44	2.322	93.44	13	5	41.7	2.411	3.087	8.3	0	0	3	11	5.393	1.333	3.636	13	0.008	8.426	8	16	19.1016	3.77
Tubocurarine	Oc7ccc4cc7(Oc1cc2c(cc1(OC))CCN(C)C2Cc6ccc(Oc3c(O)c(OC)cc5c3C(C4)[N+](C)(C)CC5)cc6)	COC1=CC2=C3C(CC4=CC=C(O)C(OC5=CC6=C(CC[NH+](C)C6CC6=CC=C(OC3=C1O)C=C6)C=C5OC)=C4)[N+](C)(C)CC2	-0.140178703	0.043531250836667	TS		3.801	206.641	-4.538	206.641	27	20	42.5	4.853	3.7	2.3	2	2	10	24	20.596	1.307	3.938	24	-0.017	7.021	7	115	29.332	3.877
Pindolol	OC(COc1cccc2[nH]ccc12)CNC(C)C	CC(C)[NH2+]CC(O)COC1=C2C=CNC2=CC=C1	-0.140178703	-0.12789571349	TS		0.695	81.261	-2.378	81.261	8.5	7	35.9	2.043	2.585	5.1	1	1	4	8	5.653	1.366	3.6	10	-0.062	6.394	4	3	12.3169	3.185
Cefprozil	O=C(O)C3=C(C=CC)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	CC=CC1=C(N2C(SC1)C(NC(=O)C([NH3+])C1=CC=C(O)C=C1)C2=O)C([O-])=O	-0.158068155	-0.00383310687	TS		-1.07	91.834	-2.779	124.054	14	10	39.1	1.521	3.17	6.5	0	1	4	13	7.724	1.125	3.843	11	0.065	8.467	6	76	13.4855	4.608
Demethylchlortetracycline	O=C(N)C3C(=O)C(N(C)C)C4Cc2c(O)c1c(c(O)ccc1Cl)c(O)c2C(O)C4(O)(C3(=O))	C[NH+](C)C1C2CC3=C(C(O)C2(O)C(=O)C(C(N)=O)=C1[O-])C(O)=C1C(O)=CC=C(Cl)C1=C3O	-0.158068155	0.03821185529	TS		-2.109	71.088	-4.534	110.237	16	10	39.6	2.896	3.248	3.8	0	2	2	14	20.56	1.028	3.852	14	0.022	8.772	4	164	24.9952	4.279
Esmolol	O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1	COC(=O)CCC1=CC=C(OCC(O)C[NH2+]C(C)C)C=C1	-0.158068155	-0.12578497123	TS		0.748	93.826	-1.848	93.826	8	9	34	1.218	2.322	2.1	1	1	4	7	3.414	1.483	3.598	7	0.061	6.307	2	43	13.2647	3.675
Almotriptan	O=S(=O)(N1CCCC1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	C[NH+](C)CCC1=CNC2=CC=C(CS(=O)(=O)N3CCCC3)C=C12	-0.176091259	-0.15370250148	TS		1.067	80.178	-2.433	85.985	11	9	34.7	2.157	3	6.1	1	1	3	8	5.919	1.592	3.926	12	-0.148	6.868	7	2	12.6554	4.556
Bromopride	O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Br	CC[NH+](CC)CCNC(=O)C1=CC(Br)=C(N)C=C1OC	-0.176091259	-0.16904793344	TS		0.299	120.808	-1.574	120.808	8.5	6	32.6	1.254	2.322	7	1	2	2	7	2.476	1.561	3.612	7	0.16	8.03	6	4	13.9141	3.613
Metoclopramide	O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Cl	CC[NH+](CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC	-0.176091259	-0.31948293037	TS		0.215	75.3	-1.699	114.448	8.5	6	32.6	1.254	2.322	7	1	2	2	7	2.887	1.613	3.611	7	0.214	6.997	6	4	13.9141	3.614
Ibutilide	O=S(=O)(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC)C	CCCCCCC[NH+](CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	-0.176091259	0.15921183354	TS		2.904	92.747	-0.993	98.554	9.5	14	31.7	1.239	2.585	3.2	1	1	4	6	0.986	1.597	3.798	8	0.022	6.122	4	18	15.4917	4.311
Moxifloxacin	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CC4NCCCC4(C3))C5CC5	COC1=C2N(C=C(C([O-])=O)C(=O)C2=CC(F)=C1N1CC2CCC[NH2+]C2C1)C1CC1	-0.176091259	-0.26234789286	TS		0.07	83.959	-1.862	83.959	12	8	39.6	1.738	2.807	5.7	0	1	1	10	3.466	1.271	3.808	9	0.006	7.575	8	29	15.1355	3.817
Atropine	O=C(OC2CC1N(C)C(CC1)C2)C(c3ccccc3)CO	C[NH+]1C2CCC1CC(C2)OC(=O)C(CO)C1=CC=CC=C1	-0.194265228	-0.19147106472	TS		0.161	76.293	-1.477	76.293	7.5	11	37.8	0.956	2.322	2.2	1	1	5	7	2.181	1.36	3.848	7	-0.132	6.454	3	10	11.183	3.881
Colchicine	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1	-0.194265228	0.32081827427	TS		1.718	138.886	1.368	138.886	15	11	40.7	2.555	3.17	1.9	0	0	1	14	1.871	1.335	3.689	11	-0.173	7.398	2	102	24.052	3.621
Ceftobiprole	O=C(O)C5=C(Cc1ccn(c1(O))C2CNCC2)CSC4N5(C(=O)C4(NC(=O)C(=NO)C3=NSC(=N)N3))	NC1=NC(=NS1)C(=N[O-])C(=O)NC1C2SCC(CC3=C(O)N(C=C3)C3CC[NH2+]C3)=C(N2C1=O)C([O-])=O	-0.212608093	0.01423417309	TS		-3.063	59.541	-3.344	122.813	16.5	6	35.1	1.907	3.459	14	-1	2	1	12	11.181	1.346	3.809	15	-0.005	9.362	15	110	12.5635	4.612
Sotalol	O=S(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C	CC(C)[NH2+]CC(O)C1=CC=C(NS(C)(=O)=O)C=C1	-0.212608093	-0.3629690723	TS		-0.264	70.794	-2.975	76.601	9.5	7	30.8	1.339	2.585	5.1	1	1	4	6	8.848	1.51	3.791	8	-0.067	7.011	3	18	12.1031	4.311
Sitagliptin	O=C(N2Cc1nnc(n1CC2)C(F)(F)F)CC(N)Cc3cc(F)c(F)cc3(F)	[NH3+]C(CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F	-0.212608093	-0.07181982245	TS		1.139	78.007	0.367	78.007	11.5	5	36.4	1.933	2.907	11.4	1	1	2	9	0.135	1.063	3.774	12	-0.09	9.281	9	0	13.7623	4.473
Traxoprodil	Oc1ccc(cc1)C(O)C(N3CCC(O)(c2ccccc2)CC3)C	CC(C(O)C1=CC=C(O)C=C1)[NH+]1CCC(O)(CC1)C1=CC=CC=C1	-0.231138825	0.09548499166	TS		0.815	109.763	-1.492	109.763	12.5	14	40	1.849	2.807	2	1	1	9	12	2.226	1.172	3.849	12	-0.024	6.569	3	24	11.1633	3.802
Caffeine	O=C2c1c(ncn1C)N(C(=O)N2C)C	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	-0.249877473	-0.47024926574	TS		-0.1	47.873	0.736	47.873	7.5	0	33.3	1.221	2.459	16.7	0	0	0	5	0.542	2.226	3.26	7	-0.327	8.092	11	4	14.3858	3.975
