ID	CAS	NEUTRALIZED (Kekulized)_VEGA smiles	Set	Exp in Vivo MN
1026	1918-02-1	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Training	0
1027	95737-68-1	n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3	Training	0
1028	2312-35-8	O=S(OCC#C)OC2CCCCC2(Oc1ccc(cc1)C(C)(C)C)	Training	0
1029	52888-80-9	O=C(N(CCC)CCC)SCc1ccccc1	Training	0
1030	688046-61-9	O=C(c1c(ncc(c1C)Cl)OC)c2c(OC)c(OC)c(OC)cc2C	Training	0
1031	96489-71-3	O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl	Training	0
1032	131-72-6	O=C(Oc1c(cc(cc1C(C)CCCCCC)[N+](=O)[O-])[N+](=O)[O-])C=CC	Training	0
1033	24307-26-4	C[N+]1(C)(CCCCC1)	Training	0
1034	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	0
1035	129630-19-9	O=C(OCC)COc1cc(c(F)cc1Cl)c2nn(c(OC(F)F)c2Cl)C	Training	0
1036	220899-03-6	O=C(c1c(OC)c(OC)c(OC)cc1C)c2c(OC)ccc(c2C)Br	Training	0
1037	127277-53-6	O=C(O)C1CC(=O)C(C(=O)C1)=C([O-])CC	Training	0
1038	189278-12-4	O=C1c2cc(ccc2(N=C(OCCC)N1CCC))I	Training	0
1039	53112-28-0	n1c(nc(cc1C)C)Nc2ccccc2	Training	0
1040	19666-30-9	O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Training	0
1041	2032-65-7	O=C(Oc1cc(c(c(c1)C)SC)C)NC	Training	0
1042	41394-05-2	O=C1C(=NN=C(N1(N))C)c2ccccc2	Training	0
1044	374726-62-2	O=C(NCCc1ccc(OCC#C)c(OC)c1)C(OCC#C)c2ccc(cc2)Cl	Training	0
1045	103055-07-8	O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(OC(F)(F)C(F)C(F)(F)F)cc2Cl)Cl	Training	0
1046	139528-85-1	O=S(=O)(Nc1c(ccc(c1Cl)C)Cl)c2nc3nc(OC)cc(OC)n3(n2)	Training	0
1047	139968-49-3	N#Cc1ccc(cc1)CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c3cccc(c3)C(F)(F)F	Training	0
1048	422556-08-9	O=S(=O)(Nc1nc2nc(OC)cc(OC)n2(n1))c3c(nccc3C(F)(F)F)OC	Training	0
1049	178928-70-6	OC(Cc1ccccc1Cl)(CN2NC=NC2=S)C3(CC3)Cl	Training	0
1050	219714-96-2	O=S(=O)(Nc1nc2c(OC)cnc(OC)n2(n1))c3c(OCC(F)F)cccc3C(F)(F)F	Training	0
1051	55512-33-9	O=C(Oc1cc(nnc1c2ccccc2)Cl)SCCCCCCCC	Training	0
1052	94125-34-5	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2CCC(F)(F)F	Training	0
1053	179101-81-6	FC(F)(F)c2nc(OCCCOc1c(cc(OCC=C(Cl)Cl)cc1Cl)Cl)ccc2	Training	0
1054	19044-88-3	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N	Training	0
1055	123312-89-0	O=C2NN=C(C)CN2(N=Cc1cnccc1)	Training	0
1056	111479-05-1	O=C(OCCON=C(C)C)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C	Training	1
1057	25606-41-1	O=C(OCCC)NCCCN(C)C	Training	0
1058	21087-64-9	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	0
1059	67747-09-5	O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC	Training	0
1060	23103-98-2	O=C(Oc1nc(nc(c1C)C)N(C)C)N(C)C	Training	0
1061	29232-93-7	n1c(OP(OC)(OC)=S)cc(nc1N(CC)CC)C	Training	0
1062	141112-29-0	O=C(c1cnoc1C2CC2)c3ccc(cc3S(=O)(=O)C)C(F)(F)F	Training	0
1063	243973-20-8	O=C(OC1=C(C(=O)N2N1CCOCC2)c3c(cc(cc3CC)C)CC)C(C)(C)C	Training	0
1064	66063-05-6	O=C(Nc1ccccc1)N(Cc2ccc(cc2)Cl)C3CCCC3	Training	0
1065	494793-67-8	O=C(Nc1ccccc1C(C)CC(C)C)c2c(F)n(nc2C)C	Training	0
1066	42874-03-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)C(F)(F)F)cc2(OCC)	Training	0
1067	76738-62-0	OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C	Training	0
1068	213464-77-8	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)Nc2ccccc2(C(=O)N(C)C)	Training	0
1069	183675-82-3	O=C(Nc1ccsc1C(C)CC(C)C)c2cn(nc2C(F)(F)F)C	Training	0
1070	67129-08-2	O=C(N(c1c(cccc1C)C)Cn2nccc2)CCl	Training	0
1071	66246-88-6	n1cnn(c1)CC(c2ccc(cc2Cl)Cl)CCC	Training	0
1072	125116-23-6	OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C)(C))	Training	0
1073	104206-82-8	O=C(c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	0
1074	137-42-8	N(C(=S)S)C	Training	0
1075	15299-99-7	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	0
1076	34123-59-6	O=C(Nc1ccc(cc1)C(C)C)N(C)C	Training	0
1077	74223-64-6	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC	Training	0
1078	111991-09-4	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2(C(=O)N(C)C)	Training	0
1079	5915-41-3	n1c(nc(nc1NC(C)(C)C)Cl)NCC	Training	0
1080	21293-29-8	O=C(O)C=C(C=CC1(O)(C(=CC(=O)CC1(C)(C))C))C	Training	0
1081	99105-77-8	O=C(c1ccc(cc1Cl)S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	1
1082	141776-32-1	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c3c(nc2ccccn23)S(=O)(=O)CC	Training	0
1083	107534-96-3	OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C	Training	0
1084	119168-77-3	O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl	Training	0
1085	59669-26-0	O=C(ON=C(C)SC)N(C)SN(C(=O)ON=C(C)SC)C	Training	0
1086	210631-68-8	O=C(C1=CNN(C1(=O))C)c3ccc(c(C2=NOCC2)c3C)S(=O)(=O)C	Training	0
1087	101200-48-0	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)N(c2nc(nc(n2)C)OC)C	Training	0
1088	55335-06-3	O=C(O)COc1nc(c(cc1Cl)Cl)Cl	Training	0
1089	99387-89-0	FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl	Training	0
1090	95266-40-3	O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2	Training	0
1091	131983-72-7	OC2(C(=Cc1ccc(cc1)Cl)CCC2(C)(C))(Cn3ncnc3)	Training	0
1092	283159-90-0	O=C(OC(C)C)NC(C(=O)NC(c1ccc(cc1)Cl)CC(=O)OC)C(C)C	Training	0
1093	1582-09-8	O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])C(F)(F)F	Training	1
1094	130561-48-7	O=C(O)C2=NN(c1ccc(cc1)Cl)c3cccc(OCCOC)c3(C2(=O))	Training	0
1095	82097-50-5	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)	Training	0
1096	87820-88-0	O=C2C(C(=O)CC(c1c(cc(cc1C)C)C)C2)=C(NOCC)CC	Training	0
1097	122931-48-0	O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c2ncccc2S(=O)(=O)CC	Training	0
1098	2797-51-5	O=C1C(N)=C(C(=O)c2ccccc12)Cl	Training	0
1099	64628-44-0	O=C(NC(=O)c1ccccc1Cl)Nc2ccc(OC(F)(F)F)cc2	Training	0
1100	131807-57-3	O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C	Training	0
1101	119738-06-6	O=C(OCC1OCCC1)C(Oc4ccc(Oc2nc3ccc(cc3(nc2))Cl)cc4)C	Training	0
1102	173159-57-4	O=CNc1ccc(C(=O)N(C)C)c(c1)S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC	Training	0
1103	67233-85-6	O=[N+]([O-])c1ccc(OC)c(O)c1	Training	0
1104	824-39-5	O=[N+]([O-])c1ccccc1(O)	Training	0
1105	824-78-2	O=[N+]([O-])c1ccc(O)cc1	Training	0
1106	148477-71-8	O=C1OC3(C(OC(=O)C(C)(C)CC)=C1c2cc(cc(c2)Cl)Cl)(CCCCC3)	Training	0
1107	731-27-1	O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C	Training	0
1108	283594-90-1	O=C1OC3(C(OC(=O)CC(C)(C)C)=C1c2c(cc(cc2C)C)C)(CCCC3)	Training	0
1109	118134-30-8	O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC	Training	0
1110	126833-17-8	O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2)	Training	0
1111	203313-25-1	O=C(OC1=C(C(=O)NC12(CCC(OC)CC2))c3cc(ccc3C)C)OCC	Training	0
1112	79622-59-6	O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F	Training	0
1113	161326-34-7	O=C3N(Nc1ccccc1)C(=NC3(c2ccccc2)C)SC	Training	0
1114	72490-01-8	O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2	Training	0
1115	22224-92-6	O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C	Training	0
1116	13356-08-6	O([Sn](CC(c1ccccc1)(C)C)(CC(c2ccccc2)(C)C)CC(c3ccccc3)(C)C)[Sn](CC(c4ccccc4)(C)C)(CC(c5ccccc5)(C)C)CC(c6ccccc6)(C)C	Training	0
1117	67564-91-4	O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C	Training	0
1118	272451-65-7	O=C(Nc1ccc(cc1C)C(F)(C(F)(F)F)C(F)(F)F)c2cccc(c2(C(=O)NC(C)(C)CS(=O)(=O)C))I	Training	0
1119	158062-67-0	N#CCNC(=O)c1cnccc1C(F)(F)F	Training	0
1120	361377-29-9	Fc2c(ncnc2(Oc1ccccc1Cl))Oc4ccccc4(C(=NOC)C3=NOCCO3)	Training	0
1121	67306-00-7	c1cc(ccc1CC(C)CN2CCCCC2)C(C)(C)C	Training	0
1122	136426-54-5	O=C2c4cc(F)ccc4(N=C(n1ncnc1)N2c3ccc(cc3Cl)Cl)	Training	0
1123	103361-09-7	O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	0
1124	946578-00-3	N#CN=S(=O)(C)C(c1cnc(cc1)C(F)(F)F)C	Training	0
1125	61213-25-0	O=C2N(c1cccc(c1)C(F)(F)F)CC(CCl)C2Cl	Training	0
1126	23422-53-9	O=C(Oc1cccc(N=CN(C)C)c1)NC	Training	0
1127	3878-19-1	n1c3ccccc3([nH]c1c2occc2)	Training	0
1128	71283-80-2	O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C	Training	0
1129	66332-96-5	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	0
1130	658066-35-4	O=C(NCCc1ncc(cc1Cl)C(F)(F)F)c2ccccc2C(F)(F)F	Training	0
1131	78587-05-0	O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C	Training	0
1132	144740-54-5	O=C(OC)c1ccc(nc1S(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC)C(F)(F)F	Training	0
1133	79538-32-2	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	0
1134	120068-37-3	N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	0
1135	10004-44-1	O=C1C=C(ON1)C	Training	0
1136	76674-21-0	Fc1ccc(cc1)C(O)(c2ccccc2(F))Cn3ncnc3	Training	0
1137	473798-59-3	O=C1C(=C(N)N(C(=O)SCC=C)N1C(C)C)c2ccccc2C	Training	0
1138	126535-15-7	O=C(OC)c1cccc(c1S(=O)(=O)NC(=O)Nc2nc(nc(n2)N(C)C)OCC(F)(F)F)C	Training	0
1139	71751-41-2	O=C5OC2CC(OC1(OC(C(C=C1)C)C(C)CC)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COCC7C(O)C(=CC5C67(O))C)C	Training	0
1140	881685-58-1	O=C(Nc1cccc2c1C3CCC2C3C(C)C)c4cn(nc4C(F)F)C	Training	0
1141	935545-74-7	O=C6OC(CC)CCCC(OC1OC(C)C(N(C)C)CC1)C(C(=O)C5=CC3C(CCC4CC(OC2OC(C)C(OC)C(OCC)C2(OC))CC34)C5C6)C	Training	0
1142	874967-67-6	O=C(Nc1ccccc1C2CC2C3CC3)c4cn(nc4C(F)F)C	Training	0
1143	96525-23-4	O=C2C(c1cccc(c1)C(F)(F)F)=C(OC2c3ccccc3)NC	Training	0
1145	57960-31-3	O=C1C(O)=C(C(=O)c2ccccc12)CCCCCCCCCCCC	Training	0
1146	35272-27-6	O=C(O)c2cccc1nnsc12	Training	0
1147	NO CAS	O=C(O)CC(=O)N(c1c(cccc1C)C)C(C(=O)OC)C	Training	0
1148	23947-60-6	O=C1N=C(NC(=C1CCCC)C)NCC	Training	0
1149	89392-03-0	O=C(Oc1ccccc1)Nc2nc(OC)cc(n2)OC	Training	0
1150	7600-50-2	O=C(O)c1c(OC)c(cc(O)c1Cl)Cl	Training	0
1151	67472-43-9	O=C(O)c1nc(OCC)sn1	Training	0
1152	NO CAS	O=C2c1nc(oc1CC(C2)CC(C)S(=O)(=O)CC)CC	Training	0
1153	632-24-6	O=C(O)c1ccccc1S(=O)(=O)N	Training	0
1154	2827-44-3	n1c(nc(nc1N)N)OCC	Training	1
1155	2136-79-0	O=C(O)c1c(c(c(C(=O)O)c(c1Cl)Cl)Cl)Cl	Training	1
1156	17254-80-7	O=C1C(=C(N)C=NN1C)Cl	Training	0
1157	380885-65-4	O=C(O)c1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)CO	Training	0
1158	NO CAS	O=C(O)C1=NN(C(=O)N1C(F)F)c2cc(C(=O)O)c(cc2(F))Cl	Training	0
1159	556-61-6	C(=NC)=S	Training	1
1160	33252-63-0	O=C1C=CC(=CN1)C(F)(F)F	Training	0
1161	NO CAS	N#CC3(OC3(C(=O)N)(c2cccc1OC(F)(F)Oc12))(C(=O)O)	Training	0
1162	3032-40-4	O=C(Nc1cccc(c1)C(F)(F)F)NC	Training	0
1163	1113-02-6	O=C(NC)CSP(=O)(OC)OC	Training	0
1164	73634-73-8	O=C(O)C(NC(=O)C)CCP(=O)(O)C	Training	0
1165	15090-23-0	O=C(O)CCP(=O)(O)C	Training	0
1166	NO CAS	O=C(O)c1c(nn(c1S(=O)(=O)N)C)Cl	Training	0
1167	NO CAS	O=C(O)C(c1ccc(cc1Cl)Cl)Cn2ncnc2	Training	0
1168	2008-58-4	O=C(N)c1c(cccc1Cl)Cl	Training	0
1169	22818-74-2	O=C(N)c1c(ccc(O)c1Cl)Cl	Training	0
1170	NO CAS	O=C(O)c1ccc(cc1S(=O)(=O)O)C(F)(F)F	Training	0
1171	NO CAS	O=S(=O)(c1cc(cnc1(O))C(F)(F)F)C	Training	0
1172	176969-34-9	O=C(O)c1cn(nc1C(F)F)C	Training	0
1174	NO CAS	O=C(Nc2ccccc2(c1cc(F)c(F)c(F)c1))c3cn(nc3C(F)F)OC4OC(CO)C(O)C(O)C4(O)	Training	0
1175	NO CAS	O=C1NS(=O)(=O)c2ccsc12	Training	0
1176	NO CAS	O=C(O)CC(O)C(C)C(O)(c1ccc(cc1)Cl)Cn2ncnc2	Training	0
1177	NO CAS	O=C(O)c1cccc(c1N(C(=O)CC(=O)O)C(C(=O)OC)C)C	Training	0
1178	NO CAS	O=C(O)c1cccc(c1N(C(=O)CC(=O)O)C(C(=O)O)C)C	Training	0
1179	NO CAS	O=C(O)C=Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C	Training	0
1180	NO CAS	O=C1NN=C(N1C(F)F)C	Training	0
1181	NO CAS	O=NN=C1NCCN1Cc2cnc(cc2)Cl	Training	0
1182	NO CAS	O=C(Nc1cccc2c1C3CCC2C3C(O)(C)C)c4cn(nc4C(F)F)C	Training	0
1183	NO CAS	O=C1c2ccccc2(N=C(OCCC)N1CCC)	Training	0
1184	NO CAS	N#Cc1ccc(cc1)C3(O)(C(=NNC(=O)N3(c2ccc(OC(F)(F)C)cc2))c4cccc(c4)C(F)(F)F)	Training	0
1185	619-65-8	N#Cc1ccc(cc1)C(=O)O	Training	0
1186	NO CAS	O=S(=O)(N)c1ccccc1CCC(F)(F)F	Training	0
1187	NO CAS	O=C1NC=C(C=C1(O))C(F)(F)F	Training	0
1189	72748-35-7	O=C(O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C)	Training	0
1190	500-22-1	O=Cc1cnccc1	Training	0
1191	10109-05-4	O=C(O)C(N)Cc1ncn[nH]1	Training	0
1192	40778-16-3	Oc1nc(nc(c1C)C)N(C)C	Training	0
1193	142994-06-7	O=C(O)c1ccc(cc1S(=O)(=O)C)C(F)(F)F	Training	0
1194	NO CAS	O=C1N3N(C(=O)C1(O)c2c(cc(cc2CC)C)CC)CCOCC3	Training	0
1195	NO CAS	O=C1N3N(C(=O)C1(O)c2c(cc(cc2CC)CO)CC)CCOCC3	Training	0
1196	NO CAS	O=C(NOS(=O)Nc1ccccc1(C(=O)N(C)C))Nc2nc(O)cc(n2)OC	Training	0
1197	NO CAS	O=C(N)c1cn(nc1C(F)(F)F)C	Training	0
1198	113100-53-1	O=C(O)c1cn(nc1C(F)(F)F)C	Training	0
1199	NO CAS	N#CC(c1ccc(cc1)Cl)(CC(=O)O)Cn2ncnc2	Training	0
1200	NO CAS	O=C(N)C(=O)N(c1c(cccc1C)C)Cn2nccc2	Training	0
1201	NO CAS	O=C(N(c1c(cccc1C)C)Cn2nccc2)CS(=O)(=O)O[Na]	Training	0
1202	110964-79-9	O=C(O)c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C	Training	0
1203	NO CAS	O=C(O)C(Oc1cccc2ccccc12)C	Training	0
1204	83-72-7	O=C1C=C(O)c2ccccc2(C1(=O))	Training	1
1205	95473-30-6	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)N	Training	0
1206	NO CAS	O=C(c1cccnc1S(=O)(=O)N)N(C)C	Training	0
1207	3397-62-4	n1c(nc(nc1N)Cl)N	Training	0
1208	30125-63-4	n1c(nc(nc1NC(C)(C)C)Cl)N	Training	0
1209	NO CAS	O=C1N=C(N=C(O)N1C)NC(C)(C)C	Training	0
1210	87-62-7	Nc1c(cccc1C)C	Training	0
1211	NO CAS	O=C(O)c2ccc(c(C1=NOCC1)c2C)S(=O)(=O)C	Training	0
1212	6515-38-4	O=C1NC(=C(C=C1Cl)Cl)Cl	Training	0
1213	NO CAS	O=C(OC(C)C)NC(C(=O)NC(c1ccc(cc1)Cl)CC(=O)O)C(C)C	Training	0
1214	74-11-3	O=C(O)c1ccc(cc1)Cl	Training	0
1215	NO CAS	O=C(O)c1csc(C(=O)O)c1S(=O)(=O)N	Training	0
1216	NO CAS	O=[N+]([O-])c2cc(c(O)c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])C(F)(F)F	Training	0
1217	27539-12-4	O=C1NC(=O)C(N1)(c2ccccc2)C	Training	0
1218	332855-88-6	O=C3NC(c1ccccc1)(C(=O)N3(Nc2ccccc2))C	Training	0
1219	NO CAS	O=C1NC(=NC1(c2ccccc2)C)SC	Training	0
1220	NO CAS	O=C1Nc3ccc(F)cc3(C(=O)N1c2ccc(cc2Cl)Cl)	Training	0
1221	NO CAS	O=C(O)c1c2nc(O)c(cc2(ccc1Cl))C	Training	0
1222	90717-07-0	O=C(O)c2cnc1c(ccc(c1(C(=O)O))Cl)c2	Training	0
1223	NO CAS	O=C(OC)c1ccc(nc1S(=O)(=O)N)C(F)(F)F	Training	0
1224	205650-65-3	N#Cc1nn(c(N)c1C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	0
1225	NO CAS	O=C(N)c1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	0
1226	NO CAS	O=C2NS(=O)(=O)c1c2(cccc1C)	Training	0
1227	454-92-2	O=C(O)c1cccc(c1)C(F)(F)F	Training	0
1228	59337-93-8	O=C(OC)c1c(ccs1)S(=O)(=O)N	Training	0
1229	6108-23-2	O=CO	Test	1
1230	79-10-7	O=C(O)C=C	Training	0
1231	122-40-7	O=CC(=Cc1ccccc1)CCCCC	Training	0
1232	No CAS number	Oc1cc(O)c2cc(O)c([o+]c2(c1))c3cc(O)c(O)c(O)c3	Training	0
1233	481-74-3	O=C1c3cccc(O)c3(C(=O)c2c(O)cc(cc12)C)	Training	1
1234	14398-36-8	O=C(C=CC1C(=CCCC1(C)(C))C)C	Test	0
1235	476-70-0	Oc1cc4c(cc1(OC))c2c(OC)c(O)cc3c2C(N(C)CC3)C4	Training	0
1236	490-91-5	O=C1C=C(C(=O)C=C1C)C(C)C	Test	1
1237	530-55-2	O=C1C=C(OC)C(=O)C(OC)=C1	Training	1
1238	521-35-7	Oc1cc(cc2OC(c3ccc(cc3(c12))C)(C)C)CCCCC	Test	1
1239	NO CAS	Oc1cc(cc2OC(C)(C)C3CCC(=CC3(c12))C)CCCCC	Training	1
1240	13956-29-1	Oc1cc(cc(O)c1C2C=C(C)CCC2(C(=C)C))CCCCC	Test	1
1242	144-68-3	OC2CC(=C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(O)CC1(C)C)C)C)C)C)C(C)(C)C2)C	Training	0
1243	127-40-2	OC2C=C(C)C(C=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(O)CC1(C)C)C)C)C)C)C(C)(C)C2	Test	0
1244	479-13-0	O=C3Oc1cc(O)ccc1c4oc2cc(O)ccc2c34	Training	1
1245	1866-31-5	O=C(OCC=C)C=Cc1ccccc1	Training	0
1246	62624-30-0	O=C1OC(C(O)=C1(O))C(O)CO	Training	0
1247	326-61-4	O=C(OCc1ccc2OCOc2(c1))C	Test	0
1248	8015-92-7	O=C1C=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3	Training	1
1249	480-44-4	O=C1C=C(Oc2cc(O)cc(O)c12)c3ccc(OC)cc3	Training	1
1250	529-44-2	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3cc(O)c(O)c(O)c3	Test	1
1251	17912-87-7	O=C2C(OC1OC(C)C(O)C(O)C1(O))=C(Oc3cc(O)cc(O)c23)c4cc(O)c(O)c(O)c4	Training	1
1252	1401-55-4	O=C(Oc1cc(cc(O)c1(O))C(=O)OCC%10OC(OC(=O)c3cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c3)C(OC(=O)c5cc(O)c(O)c(OC(=O)c4cc(O)c(O)c(O)c4)c5)C(OC(=O)c7cc(O)c(O)c(OC(=O)c6cc(O)c(O)c(O)c6)c7)C%10(OC(=O)c9cc(O)c(O)c(OC(=O)c8cc(O)c(O)c(O)c8)c9))c%11cc(O)c(O)c(O)c%11	Training	1
1253	91484-73-0	O=C2OCC(Cc1cncn1C)C2CC	Training	1
1255	87-52-5	c1ccc2c(c1)[nH]cc2CN(C)C	Training	0
1256	20831-76-9	O=C3OCC=C2C3(=COC(OC1OC(CO)C(O)C(O)C1(O))C2(C=C))	Test	1
1257	19210-12-9	O=C(OC3(C)(CC(O)C2(O)(C=COC(OC1OC(CO)C(O)C(O)C1(O))C23)))C=Cc4ccccc4	Training	0
1259	552-66-9	O=C2C(=COc3cc(OC1OC(CO)C(O)C(O)C1(O))ccc23)c4ccc(O)cc4	Training	0
1260	446-72-0	O=C1C(=COc2cc(O)cc(O)c12)c3ccc(O)cc3	Test	1
1261	NO CAS	C(=NCCc1ccccc1)=S	Test	1
1262	23726-92-3	O=C(C=CC)C1=C(C)CCCC1(C)C	Test	0
1263	596-85-0	OC(C=C)(C)CCC1C(=C)CCC2C(C)(C)CCCC12(C)	Training	1
1264	18423-69-3	OC5OCC(Cc1ccc2OCOc2(c1))C5(Cc3ccc4OCOc4(c3))	Test	1
1265	15537-55-0	OC1(C)(CCC2(CC12)(C(C)C))	Training	1
1266	126-64-7	O=C(OC(C=C)(C)CCC=C(C)C)c1ccccc1	Training	0
1267	98-55-5	OC(C)(C)C1CC=C(C)CC1	Training	0
1268	106-25-2	OCC=C(C)CCC=C(C)C	Training	0
1269	1117-61-9	OCCC(C)CCC=C(C)C	Training	0
1270	73049-78-2	OC(C=C)(C)CCC=C(C)C	Test	0
1271	129828-24-6	O=CCC(C)CCC=C(C)C	Training	0
1272	104870-56-6	OC1CC(C)CCC1(C(=C)C)	Test	0
1273	64-31-3	Oc5ccc4c1c5(OC2C(O)C=CC3C(N(C)CCC123)C4)	Training	1
1274	481-42-5	O=C1C=C(C(=O)c2cccc(O)c12)C	Training	1
1275	99-20-7	OCC2OC(OC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O)	Training	0
1277	20283-92-5	O=C(OC(C(=O)O)Cc1ccc(O)c(O)c1)C=Cc2ccc(O)c(O)c2	Training	0
1278	90-69-7	O=C(c1ccccc1)CC2N(C)C(CCC2)CC(O)c3ccccc3	Test	0
1279	489-84-9	O=C(OC3C5C6(OC(=O)C)(COC6(CC(O)C5(C(=O)C(OC(=O)C)C4=C(C)C(OC(=O)C(O)C(NC(=O)c1ccccc1)c2ccccc2)CC3(O)C4(C)C)(C))))c7ccccc7	Training	1
1280	NO CAS	O=C(OC)C1=CCCN(C)C1	Training	1
1281	130-01-8	O=C1OC3CCN2CC=C(COC(=O)C(O)(C)C(C)CC1(=CC))C23	Training	1
1282	15503-86-3	O=C1OC2CC[N+]3([O-])(CC=C(COC(=O)C(O)(CO)C(C)CC1(=CC))C23)	Training	1
1283	No CAS number	O=CC%10(C)(CCC7%11(COC8(CCC6C9(C)(CCC(OC5OCC(OC3OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(O))C3(OC2OCC(O)C(O)C2(O)))C(O)C5(OC4OC(CO)C(O)C(O)C4(O)))C(C)(C)C9(CCC6(C)C8(C)(CC7(O)))))(C%11(C%10))))	Training	1
1284	553-21-9	O=C1OC2C=C(C)CCC=C(C)CCC2(C1(=C))	Test	1
1285	20562-03-2	OCC9OC(OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6)C(OC7OC(C)C(O)C(O)C7(O))C(O)C9(OC8OC(C)C(O)C(O)C8(O))	Training	0
1286	80-78-4	OC6CC5=CCC4C(CCC3(C)(C4(CC2N1CC(C)CCC1C(C)C23)))C5(C)CC6	Training	0
1287	545-47-1	OC5CCC4(C)(C(CCC2(C)(C4(CCC1C3C(C(=C)C)CCC3(C)(CCC12(C)))))C5(C)(C))	Training	0
