Id	CAS number	VEGA SMILES	Status	Exp
2714	127985-21-1	O=C(OCC)c1ncn2c3cccc(c3(C(=O)N(C)Cc12))I	Training	0
2715	15574-49-9	O=C(OCC)c2c1cc(O)ccc1n(c2C)C	Training	0
2716	80879-63-6	O=C(OCC)c2ccc(OCCN1CC(O)C(O)C(O)C1CO)cc2	Training	0
2717	35838-58-5	O=C(OCC)c2cnc1c(cnn1CC)c2(NN=C(C)C)	Training	0
2718	118292-40-3	O=C(OCC)c3cnc(C#Cc1ccc2c(c1)C(C)(C)CCS2)cc3	Training	0
2719	125-52-0	O=C(OCC1=NCCCN1C)C(O)(c2ccccc2)C3CCCCC3	Training	0
2720	2386-87-0	O=C(OCC1CCC2OC2(C1))C3CCC4OC4(C3)	Training	0
2721	144481-98-1	O=C(OCC1OC(OC1)(C)C)CCc3ccc(OCC(O)CNCCNC(=O)N2CCOCC2)cc3	Training	0
2722	106-91-2	O=C(OCC1OC1)C(=C)C	Training	0
2723	2455-24-5	O=C(OCC1OCCC1)C(=C)C	Training	0
2724	2399-48-6	O=C(OCC1OCCC1)C=C	Training	0
2725	86832-68-0	O=C(OCC2N(C(=O)C2(NC(=O)C(=NOCC(=O)O)c1nc(N)sc1))S(=O)(=O)O)N	Training	0
2726	126-14-7	O=C(OCC2OC(OC1(OC(COC(=O)C)C(OC(=O)C)C1(OC(=O)C))(COC(=O)C))C(OC(=O)C)C(OC(=O)C)C2(OC(=O)C))C	Training	0
2727	35661-60-0	O=C(OCC2c3ccccc3(c1ccccc12))NC(C(=O)O)CC(C)C	Training	0
2728	33564-30-6	O=C(OCC3=C(C(=O)O)N2C(=O)C(OC)(NC(=O)Cc1cccs1)C2SC3)N	Training	0
2729	147816-23-7	O=C(OCC3=C(C(=O)OCOC(=O)C(C)(C)C)N2C(=O)C(NC(=O)C(=CCC)c1nc(N)sc1)C2SC3)N	Training	0
2730	27959-26-8	O=C(OCC4(COC(=O)c1cnccc1)(CCCC(COC(=O)c2cnccc2)(COC(=O)c3cnccc3)C4(O)))c5cnccc5	Training	0
2731	15351-13-0	O=C(OCC4OC(O)(COC(=O)c1cnccc1)C(OC(=O)c2cnccc2)C4(OC(=O)c3cnccc3))c5cnccc5	Training	0
2732	243120-89-0	O=C(OCC6OC(Oc1ccc(cc1c2cccc(c2)CC(=O)OCC)CCCCCCc4ccc(OC3OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C3(OC(=O)C))c(c4)c5cccc(c5)CC(=O)OCC)C(OC(=O)C)C(OC(=O)C)C6(OC(=O)C))C	Training	0
2733	1191-16-8	O=C(OCC=C(C)C)C	Training	0
2734	141-12-8	O=C(OCC=C(C)CCC=C(C)C)C	Training	0
2735	7785-33-3	O=C(OCC=C(C)CCC=C(C)C)C(=CC)C	Training	0
2736	106-29-6	O=C(OCC=C(C)CCC=C(C)C)CCC	Training	0
2737	51-77-4	O=C(OCC=C(C)CCC=C(C)C)CCC=C(C)CCC=C(C)CCC=C(C)C	Training	0
2738	4128-17-0	O=C(OCC=C(C)CCC=C(C)CCC=C(C)C)C	Training	0
2739	79-81-2	O=C(OCC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)CCCCCCCCCCCCCCC	Training	0
2740	591-87-7	O=C(OCC=C)C	Training	0
2741	999-21-3	O=C(OCC=C)C=CC(=O)OCC=C	Training	0
2742	2835-39-4	O=C(OCC=C)CC(C)C	Training	0
2743	2705-87-5	O=C(OCC=C)CCC1CCCCC1	Training	0
2744	142-19-8	O=C(OCC=C)CCCCCC	Training	0
2745	7493-72-3	O=C(OCC=C)CCCCCCCC	Training	0
2746	67634-00-8	O=C(OCC=C)COCCC(C)C	Training	0
2747	2694-54-4	O=C(OCC=C)c1ccc(C(=O)OCC=C)c(c1)C(=O)OCC=C	Training	0
2748	131-17-9	O=C(OCC=C)c1ccccc1(C(=O)OCC=C)	Training	0
2749	7493-63-2	O=C(OCC=C)c1ccccc1(N)	Training	0
2750	103-54-8	O=C(OCC=Cc1ccccc1)C	Training	0
2751	103-59-3	O=C(OCC=Cc1ccccc1)C(C)C	Training	0
2752	122-69-0	O=C(OCC=Cc1ccccc1)C=Cc2ccccc2	Training	0
2753	78761-38-3	O=C(OCC=Cc1ccccc1)CC	Training	0
2754	123-92-2	O=C(OCCC(C)C)C	Training	0
2755	54-30-8	O=C(OCCC(C)C)C(NCCN(CC)CC)c1ccccc1	Training	0
2756	71617-10-2	O=C(OCCC(C)C)C=Cc1ccc(OC)cc1	Training	0
2757	7779-65-9	O=C(OCCC(C)C)C=Cc1ccccc1	Training	0
2758	659-70-1	O=C(OCCC(C)C)CC(C)C	Training	0
2759	106-27-4	O=C(OCCC(C)C)CCC	Training	0
2760	21245-01-2	O=C(OCCC(C)C)c1ccc(cc1)N(C)C	Training	0
2761	94-46-2	O=C(OCCC(C)C)c1ccccc1	Training	0
2762	58430-94-7	O=C(OCCC(C)CC(C)(C)C)C	Training	0
2763	255714-11-5	O=C(OCCC(C)CCC=C(C)C)C(=CC)C	Training	0
2764	141-14-0	O=C(OCCC(C)CCC=C(C)C)CC	Training	0
2765	141-16-2	O=C(OCCC(C)CCC=C(C)C)CCC	Training	0
2766	2144-53-8	O=C(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	Training	0
2767	1189-08-8	O=C(OCCC(OC(=O)C(=C)C)C)C(=C)C	Training	0
2768	109-60-4	O=C(OCCC)C	Training	0
2769	616-09-1	O=C(OCCC)C(O)C	Training	0
2770	106-36-5	O=C(OCCC)CC	Training	0
2771	106-19-4	O=C(OCCC)CCCCC(=O)OCCC	Training	0
2772	1421-14-3	O=C(OCCC)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1	Training	0
2773	24579-73-5	O=C(OCCC)NCCCN(C)C	Training	0
2774	94-13-3	O=C(OCCC)c1ccc(O)cc1	Training	0
2775	2315-68-6	O=C(OCCC)c1ccccc1	Training	0
2776	131-16-8	O=C(OCCC)c1ccccc1(C(=O)OCCC)	Training	0
2777	607-90-9	O=C(OCCC)c1ccccc1(O)	Training	0
2778	136-45-8	O=C(OCCC)c1ncc(cc1)C(=O)OCCC	Training	0
2779	21722-83-8	O=C(OCCC1CCCCC1)C	Training	0
2780	37517-26-3	O=C(OCCC4CCN(CCCN3c1ccccc1Sc2ccc(cc23)S(=O)(=O)N(C)C)CC4)CCCCCCCCCCCCCCC	Training	0
2781	3681-71-8	O=C(OCCC=CCC)C	Training	0
2782	67883-79-8	O=C(OCCC=CCC)C(=CC)C	Training	0
2783	41519-23-7	O=C(OCCC=CCC)C(C)C	Training	0
2784	33467-74-2	O=C(OCCC=CCC)CC	Training	0
2785	31501-11-8	O=C(OCCC=CCC)CCCCC	Training	0
2786	25152-85-6	O=C(OCCC=CCC)c1ccccc1	Training	0
2787	65405-77-8	O=C(OCCC=CCC)c1ccccc1(O)	Training	0
2788	123-86-4	O=C(OCCCC)C	Training	0
2789	97-88-1	O=C(OCCCC)C(=C)C	Training	0
2790	82989-25-1	O=C(OCCCC)C(=O)Nc1cccc(c1)c2nnn[nH]2	Training	0
2791	2050-60-4	O=C(OCCCC)C(=O)OCCCC	Training	0
2792	15706-73-7	O=C(OCCCC)C(C)CC	Training	0
2793	138-22-7	O=C(OCCCC)C(O)C	Training	0
2794	69806-50-4	O=C(OCCCC)C(Oc2ccc(Oc1ncc(cc1)C(F)(F)F)cc2)C	Training	0
2795	141-32-2	O=C(OCCCC)C=C	Training	0
2796	105-76-0	O=C(OCCCC)C=CC(=O)OCCCC	Training	0
2797	590-01-2	O=C(OCCCC)CC	Training	0
2798	2052-15-5	O=C(OCCCC)CCC(=O)C	Training	0
2799	141-03-7	O=C(OCCCC)CCC(=O)OCCCC	Training	0
2800	105-99-7	O=C(OCCCC)CCCCC(=O)OCCCC	Training	0
2801	2917-73-9	O=C(OCCCC)CCCCCCCC(=O)OCCCC	Training	0
2802	142-77-8	O=C(OCCCC)CCCCCCCC=CCCCCCCCC	Training	0
2803	109-43-3	O=C(OCCCC)CCCCCCCCC(=O)OCCCC	Training	0
2804	109-42-2	O=C(OCCCC)CCCCCCCCC=C	Training	0
2805	16215-21-7	O=C(OCCCC)CCS	Training	0
2806	7397-62-8	O=C(OCCCC)CO	Training	0
2807	94-80-4	O=C(OCCCC)COc1ccc(cc1Cl)Cl	Training	0
2808	94-26-8	O=C(OCCCC)c1ccc(O)cc1	Training	0
2809	136-60-7	O=C(OCCCC)c1ccccc1	Training	0
2810	85-69-8	O=C(OCCCC)c1ccccc1(C(=O)OCC(CC)CCCC)	Training	0
2811	84-74-2	O=C(OCCCC)c1ccccc1(C(=O)OCCCC)	Training	0
2812	7756-96-9	O=C(OCCCC)c1ccccc1(N)	Training	0
2813	72269-48-8	O=C(OCCCC=CCCCCCCCC)C	Training	0
2814	628-63-7	O=C(OCCCCC)C	Training	0
2815	540-18-1	O=C(OCCCCC)CCC	Training	0
2816	2173-56-0	O=C(OCCCCC)CCCC	Training	0
2817	540-07-8	O=C(OCCCCC)CCCCC	Training	0
2818	87546-18-7	O=C(OCCCCC)COc1cc(c(F)cc1Cl)N2C(=O)C3=C(C2(=O))CCCC3	Training	0
2819	131-18-0	O=C(OCCCCC)c1ccccc1(C(=O)OCCCCC)	Training	0
2820	142-92-7	O=C(OCCCCCC)C	Training	0
2821	142-09-6	O=C(OCCCCCC)C(=C)C	Training	0
2822	10032-15-2	O=C(OCCCCCC)C(C)CC	Training	0
2823	2499-95-8	O=C(OCCCCCC)C=C	Training	0
2824	2445-76-3	O=C(OCCCCCC)CC	Training	0
2825	82469-79-2	O=C(OCCCCCC)CC(OC(=O)CCC)(C(=O)OCCCCCC)CC(=O)OCCCCCC	Training	0
2826	2639-63-6	O=C(OCCCCCC)CCC	Training	0
2827	6378-65-0	O=C(OCCCCCC)CCCCC	Training	0
2828	110-33-8	O=C(OCCCCCC)CCCCC(=O)OCCCCCC	Training	0
2829	1117-55-1	O=C(OCCCCCC)CCCCCCC	Training	0
2830	109-31-9	O=C(OCCCCCC)CCCCCCCC(=O)OCCCCCC	Training	0
2831	6789-88-4	O=C(OCCCCCC)c1ccccc1	Training	0
2832	84-75-3	O=C(OCCCCCC)c1ccccc1(C(=O)OCCCCCC)	Training	0
2833	23597-82-2	O=C(OCCCCCC)c1cnccc1	Training	0
2834	112-06-1	O=C(OCCCCCCC)C	Training	0
2835	5870-93-9	O=C(OCCCCCCC)CCC	Training	0
2836	112-14-1	O=C(OCCCCCCCC)C	Training	0
2837	2499-59-4	O=C(OCCCCCCCC)C=C	Training	0
2838	2432-87-3	O=C(OCCCCCCCC)CCCCCCCCC(=O)OCCCCCCCC	Training	0
2839	117-84-0	O=C(OCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCC)	Training	0
2840	119-07-3	O=C(OCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCC)	Training	0
2841	12650-69-0	O=C(OCCCCCCCCC(=O)O)C=C(C)CC2OCC(CC1OC1C(C)C(O)C)C(O)C2(O)	Training	0
2842	143-13-5	O=C(OCCCCCCCCC)C	Training	0
2843	84-76-4	O=C(OCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCC)	Training	0
2844	50816-18-7	O=C(OCCCCCCCCC=C)C	Training	0
2845	112-17-4	O=C(OCCCCCCCCCC)C	Training	0
2846	3179-47-3	O=C(OCCCCCCCCCC)C(=C)C	Training	0
2847	2156-96-9	O=C(OCCCCCCCCCC)C=C	Training	0
2848	84-77-5	O=C(OCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCC)	Training	0
2849	3648-20-2	O=C(OCCCCCCCCCCC)c1ccccc1(C(=O)OCCCCCCCCCCC)	Training	0
2850	20711-10-8	O=C(OCCCCCCCCCCC=CCC)C	Training	0
2851	112-66-3	O=C(OCCCCCCCCCCCC)C	Training	0
2852	142-90-5	O=C(OCCCCCCCCCCCC)C(=C)C	Training	0
2853	2495-25-2	O=C(OCCCCCCCCCCCCC)C(=C)C	Training	0
2854	10595-72-9	O=C(OCCCCCCCCCCCCC)CCSCCC(=O)OCCCCCCCCCCCCC	Training	0
2855	32360-05-7	O=C(OCCCCCCCCCCCCCCCCCC)C(=C)C	Training	0
2856	6701-13-9	O=C(OCCCCCCCCCCOC(=O)C(=C)C)C(=C)C	Training	0
2857	6606-59-3	O=C(OCCCCCCOC(=O)C(=C)C)C(=C)C	Training	0
2858	22915-73-7	O=C(OCCCCCCOC(=O)c1ccccc1)c2ccccc2	Training	0
2859	6624-73-3	O=C(OCCCCCOC(=O)c1ccccc1)c2ccccc2	Training	0
2860	2753-45-9	O=C(OCCCCN(CC)C(C)Cc1ccc(OC)cc1)c2ccc(OC)c(OC)c2	Training	0
2861	2082-81-7	O=C(OCCCCOC(=O)C(=C)C)C(=C)C	Training	0
2862	149-16-6	O=C(OCCCN(CCCC)CCCC)c1ccc(N)cc1	Training	0
2863	533-28-8	O=C(OCCCN1CCCCC1C)c2ccccc2	Training	0
2864	57609-64-0	O=C(OCCCOC(=O)c1ccc(N)cc1)c2ccc(N)cc2	Training	0
2865	133814-19-4	O=C(OCCC[N+]3(C)(CCc1cc(OC)c(OC)cc1C3(Cc2cc(OC)c(OC)c(OC)c2)))CCC=CCCC(=O)OCCC[N+]6(C)(CCc4cc(OC)c(OC)cc4C6(Cc5cc(OC)c(OC)c(OC)c5))	Training	0
2866	7351-61-3	O=C(OCCC[Si](Cl)(Cl)Cl)C(=C)C	Training	0
2867	2530-85-0	O=C(OCCC[Si](OC)(OC)OC)C(=C)C	Training	0
2868	122-72-5	O=C(OCCCc1ccccc1)C	Training	0
2869	122-68-9	O=C(OCCCc1ccccc1)C=Cc2ccccc2	Training	0
2870	673-31-4	O=C(OCCCc1ccccc1)N	Training	0
2871	2206-89-5	O=C(OCCCl)C=C	Training	0
2872	2867-47-2	O=C(OCCN(C)C)C(=C)C	Training	0
2873	2765-97-1	O=C(OCCN(C)C)C(OCC#C)(c1ccccc1)c2ccccc2	Training	0
2874	5870-29-1	O=C(OCCN(C)C)C(c1ccccc1)C2(O)(CCCC2)	Training	0
2875	2439-35-2	O=C(OCCN(C)C)C=C	Training	0
2876	3685-84-5	O=C(OCCN(C)C)COc1ccc(cc1)Cl	Training	0
2877	136-47-0	O=C(OCCN(C)C)c1ccc(cc1)NCCCC	Training	0
2878	105-16-8	O=C(OCCN(CC)CC)C(=C)C	Training	0
2879	302-40-9	O=C(OCCN(CC)CC)C(O)(c1ccccc1)c2ccccc2	Training	0
2880	14007-64-8	O=C(OCCN(CC)CC)C(c1ccccc1)CC	Training	0
2881	50-42-0	O=C(OCCN(CC)CC)C(c1ccccc1)c2ccccc2	Training	0
2882	5987-82-6	O=C(OCCN(CC)CC)c1ccc(N)c(OCCCC)c1	Training	0
2883	550-83-4	O=C(OCCN(CC)CC)c1ccc(N)cc1(OCCC)	Training	0
2884	3858-89-7	O=C(OCCN(CC)CC)c1ccc(N)cc1Cl	Training	0
2885	94-23-5	O=C(OCCN(CC)CC)c1ccc(OCC)cc1	Training	0
2886	4544-15-4	O=C(OCCN1CCCCC1)C(O)(c2ccccc2)c3ccccc3	Training	0
2887	3717-88-2	O=C(OCCN1CCCCC1)c2cccc3C(=O)C(=C(Oc23)c4ccccc4)C	Training	0
2888	59719-67-4	O=C(OCCN1CCOC1C(C)C)NCCCCCCNC(=O)OCCN2CCOC2C(C)C	Training	0
2889	3775-90-4	O=C(OCCNC(C)(C)C)C(=C)C	Training	0
2890	82168-26-1	O=C(OCCNC23(CC1CC(CC(C1)C2)C3))COc4ccc(cc4)Cl	Training	0
2891	868-77-9	O=C(OCCO)C(=C)C	Training	0
2892	818-61-1	O=C(OCCO)C=C	Training	0
2893	111-60-4	O=C(OCCO)CCCCCCCCCCCCCCCCC	Training	0
2894	87-28-5	O=C(OCCO)c1ccccc1(O)	Training	0
2895	97-90-5	O=C(OCCOC(=O)C(=C)C)C(=C)C	Training	0
2896	111-55-7	O=C(OCCOC(=O)C)C	Training	0
2897	21282-97-3	O=C(OCCOC(=O)CC(=O)C)C(=C)C	Training	0
2898	123-81-9	O=C(OCCOC(=O)CS)CS	Training	0
2899	66085-59-4	O=C(OCCOC)C2=C(NC(=C(C(=O)OC(C)C)C2(c1cccc(c1)[N+](=O)[O-]))C)C	Training	0
2900	117-82-8	O=C(OCCOC)c1ccccc1(C(=O)OCCOC)	Training	0
2901	111-15-9	O=C(OCCOCC)C	Training	0
2902	2370-63-0	O=C(OCCOCC)C(=C)C	Training	0
2903	112-07-2	O=C(OCCOCCCC)C	Training	0
2904	141-19-5	O=C(OCCOCCCC)CCCCCCCCC(=O)OCCOCCCC	Training	0
2905	2545-59-7	O=C(OCCOCCCC)COc1cc(c(cc1Cl)Cl)Cl	Training	0
2906	1929-73-3	O=C(OCCOCCCC)COc1ccc(cc1Cl)Cl	Training	0
2907	64700-56-7	O=C(OCCOCCCC)COc1nc(c(cc1Cl)Cl)Cl	Training	0
2908	30544-47-9	O=C(OCCOCCO)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Training	0
2909	2358-84-1	O=C(OCCOCCOC(=O)C(=C)C)C(=C)C	Training	0
2910	106-75-2	O=C(OCCOCCOC(=O)Cl)Cl	Training	0
2911	120-55-8	O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2	Training	0
2912	112-15-2	O=C(OCCOCCOCC)C	Training	0
2913	7328-17-8	O=C(OCCOCCOCC)C=C	Training	0
2914	124-17-4	O=C(OCCOCCOCCCC)C	Training	0
2915	141-17-3	O=C(OCCOCCOCCCC)CCCCC(=O)OCCOCCOCCCC	Training	0
2916	109-16-0	O=C(OCCOCCOCCOC(=O)C(=C)C)C(=C)C	Training	0
2917	94-28-0	O=C(OCCOCCOCCOC(=O)C(CC)CCCC)C(CC)CCCC	Training	0
2918	111-21-7	O=C(OCCOCCOCCOC(=O)C)C	Training	0
2919	36443-68-2	O=C(OCCOCCOCCOC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C)CCc2cc(c(O)c(c2)C(C)(C)C)C	Training	0
2920	120-56-9	O=C(OCCOCCOCCOC(=O)c1ccccc1)c2ccccc2	Training	0
2921	109-17-1	O=C(OCCOCCOCCOCCOC(=O)C(=C)C)C(=C)C	Training	0
2922	18268-70-7	O=C(OCCOCCOCCOCCOC(=O)C(CC)CCCC)C(CC)CCCC	Training	0
2923	104-31-4	O=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)c1ccc(cc1)NCCCC	Training	0
2924	124832-27-5	O=C(OCCOCn2cnc1C(=O)NC(=Nc12)N)C(N)C(C)C	Training	0
2925	32435-46-4	O=C(OCCOP(=O)(O)OCCOC(=O)C(=C)C)C(=C)C	Training	0
2926	10595-06-9	O=C(OCCOc1ccccc1)C(=C)C	Training	0
2927	103-60-6	O=C(OCCOc1ccccc1)C(C)C	Training	0
2928	23495-12-7	O=C(OCCOc1ccccc1)CC	Training	0
2929	50-34-0	O=C(OCC[N+](C)(C(C)C)C(C)C)C2c3ccccc3(Oc1ccccc12)	Training	0
2930	60-31-1	O=C(OCC[N+](C)(C)C)C	Training	0
2931	2424-71-7	O=C(OCC[N+](C)(C)C)C(O)(c1ccccc1)c2ccccc2	Training	0
2932	44992-01-0	O=C(OCC[N+](C)(C)C)C=C	Training	0
2933	71-27-2	O=C(OCC[N+](C)(C)C)CCC(=O)OCC[N+](C)(C)C	Training	0
2934	51-83-2	O=C(OCC[N+](C)(C)C)N	Training	0
2935	3166-62-9	O=C(OCC[N+](C)(CC)CC)C(O)(c1ccccc1)c2ccccc2	Training	0
2936	90-22-2	O=C(OCC[N+](C)(CC)CC)C(c1ccccc1)C(C)CC	Training	0
2937	53-46-3	O=C(OCC[N+](C)(CC)CC)C2c3ccccc3(Oc1ccccc12)	Training	0
2938	2001-81-2	O=C(OCC[N+](CC)(CC)CC)C(C1CCCC1)C2CCCC2	Training	0
2939	23182-46-9	O=C(OCC[N+]1(CC)(CCCCC1))C(O)(c2ccccc2)c3ccccc3	Training	0
2940	103-45-7	O=C(OCCc1ccccc1)C	Training	0
2941	55719-85-2	O=C(OCCc1ccccc1)C(=CC)C	Training	0
2942	103-48-0	O=C(OCCc1ccccc1)C(C)C	Training	0
2943	24817-51-4	O=C(OCCc1ccccc1)C(C)CC	Training	0
2944	103-53-7	O=C(OCCc1ccccc1)C=Cc2ccccc2	Training	0
2945	122-70-3	O=C(OCCc1ccccc1)CC	Training	0
2946	103-52-6	O=C(OCCc1ccccc1)CCC	Training	0
2947	6290-37-5	O=C(OCCc1ccccc1)CCCCC	Training	0
2948	102-20-5	O=C(OCCc1ccccc1)Cc2ccccc2	Training	0
2949	94-47-3	O=C(OCCc1ccccc1)c2ccccc2	Training	0
2950	133-18-6	O=C(OCCc1ccccc1)c2ccccc2(N)	Training	0
2951	54504-70-0	O=C(OCCn2cnc1c2(C(=O)N(C(=O)N1C)C))C(Oc3ccc(cc3)Cl)(C)C	Training	0
2952	7696-12-0	O=C(OCN1C(=O)C2=C(C1(=O))CCCC2)C3C(C=C(C)C)C3(C)(C)	Training	0
2953	98631-95-9	O=C(OCN1C(=O)CN(CC1(=O))CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C)OCC(C)C	Training	0
2954	69388-79-0	O=C(OCOC(=O)C(C)(C)C)C2N1C(=O)CC1S(=O)(=O)C2(C)(C)	Training	0
2955	111696-23-2	O=C(OCOC(=O)C(C)(C)C)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0
2956	32887-03-9	O=C(OCOC(=O)C(C)(C)C)C3N2C(=O)C(N=CN1CCCCCC1)C2SC3(C)(C)	Training	0
2957	33817-20-8	O=C(OCOC(=O)C(C)(C)C)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Training	0
2958	117467-28-4	O=C(OCOC(=O)C(C)(C)C)C4=C(C=Cc1c(ncs1)C)CSC3N4(C(=O)C3(NC(=O)C(=NOC)c2nc(N)sc2))	Training	0
2959	142340-99-6	O=C(OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn2cnc1c(ncnc12)N)C(C)(C)C	Training	0
2960	79538-32-2	O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)	Training	0
2961	118712-89-3	O=C(OCc1c(F)c(F)cc(F)c1(F))C2C(C=C(Cl)Cl)C2(C)(C)	Training	0
2962	104-21-2	O=C(OCc1ccc(OC)cc1)C	Training	0
2963	7549-33-9	O=C(OCc1ccc(OC)cc1)CC	Training	0
2964	326-61-4	O=C(OCc1ccc2OCOc2(c1))C	Training	0
2965	140-11-4	O=C(OCc1ccccc1)C	Training	0
2966	2495-37-6	O=C(OCc1ccccc1)C(=C)C	Training	0
2967	37526-88-8	O=C(OCc1ccccc1)C(=CC)C	Training	0
2968	7579-36-4	O=C(OCc1ccccc1)C(=O)OCc2ccccc2	Training	0
2969	103-41-3	O=C(OCc1ccccc1)C=Cc2ccccc2	Training	0
2970	122-63-4	O=C(OCc1ccccc1)CC	Training	0
2971	103-38-8	O=C(OCc1ccccc1)CC(C)C	Training	0
2972	103-37-7	O=C(OCc1ccccc1)CCC	Training	0
2973	58394-64-2	O=C(OCc1ccccc1)CCCCC(=O)OCC(CC)CCCC	Training	0
2974	81110-73-8	O=C(OCc1ccccc1)CNC(=O)C(Cc2ccccc2)CSC(=O)C	Training	0
2975	102-16-9	O=C(OCc1ccccc1)Cc2ccccc2	Training	0
2976	501-53-1	O=C(OCc1ccccc1)Cl	Training	0
2977	5331-43-1	O=C(OCc1ccccc1)NN	Training	0
2978	120-51-4	O=C(OCc1ccccc1)c2ccccc2	Training	0
2979	85-68-7	O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)	Training	0
2980	118-58-1	O=C(OCc1ccccc1)c2ccccc2(O)	Training	0
2981	94-44-0	O=C(OCc1ccccc1)c2cnccc2	Training	0
2982	28434-01-7	O=C(OCc1coc(c1)Cc2ccccc2)C3C(C=C(C)C)C3(C)(C)	Training	0
2983	58769-20-3	O=C(OCc1coc(c1)Cc2ccccc2)C4C(C=C3C(=O)SCC3)C4(C)(C)	Training	0
2984	1882-26-4	O=C(OCc1nc(ccc1)COC(=O)NC)NC	Training	0
2985	7681-76-7	O=C(OCc1ncc(n1C)[N+](=O)[O-])N	Training	0
2986	623-17-6	O=C(OCc1occc1)C	Training	0
2987	26002-80-2	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(C)C)C3(C)(C)	Training	0
2988	52645-53-1	O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(Cl)Cl)C3(C)(C)	Training	0
2989	23135-22-0	O=C(ON=C(C(=O)N(C)C)SC)NC	Training	0
2990	34681-23-7	O=C(ON=C(C)C(C)S(=O)(=O)C)NC	Training	0
2991	16752-77-5	O=C(ON=C(C)SC)NC	Training	0
2992	39196-18-4	O=C(ON=C(CSC)C(C)(C)C)NC	Training	0
2993	1646-88-4	O=C(ON=CC(C)(C)S(=O)(=O)C)NC	Training	0
2994	1646-87-3	O=C(ON=CC(C)(C)S(=O)C)NC	Training	0
2995	116-06-3	O=C(ON=CC(C)(C)SC)NC	Training	0
2996	79-21-0	O=C(OO)C	Training	0
2997	94-36-0	O=C(OOC(=O)c1ccccc1)c2ccccc2	Training	0
2998	34443-12-4	O=C(OOC(C)(C)C)OCC(CC)CCCC	Training	0
2999	614-45-9	O=C(OOC(C)(C)C)c1ccccc1	Training	0
3000	7360-44-3	O=C(O[AlH3](O)O)C	Training	0
3001	7047-84-9	O=C(O[AlH3](O)O)CCCCCCCCCCCCCCCCC	Training	0
3002	142-03-0	O=C(O[AlH3](O)OC(=O)C)C	Training	0
3003	4253-34-3	O=C(O[Si](OC(=O)C)(OC(=O)C)C)C	Training	0
3004	17689-77-9	O=C(O[Si](OC(=O)C)(OC(=O)C)CC)C	Training	0
3005	77-58-7	O=C(O[Sn](OC(=O)CCCCCCCCCCC)(CCCC)CCCC)CCCCCCCCCCC	Training	0
3006	84-36-6	O=C(Oc1c(OC)cc(cc1(OC))C(=O)OC4CC5CN3CCc2c6ccc(OC)cc6([nH]c2C3CC5(C(C(=O)OC)C4(OC))))OCC	Training	0
3007	22664-55-7	O=C(Oc1c(cc(OCC(O)CNC(C)C)c(c1C)C)C)C	Training	0
3008	81732-46-9	O=C(Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C)N(C)C	Training	0
3009	964-52-3	O=C(Oc1cc(c(OCCN(C)C)cc1C)C(C)C)C	Training	0
3010	315-18-4	O=C(Oc1cc(c(c(c1)C)N(C)C)C)NC	Training	0
3011	2631-37-0	O=C(Oc1cc(cc(c1)C(C)C)C)NC	Training	0
3012	55512-33-9	O=C(Oc1cc(nnc1c2ccccc2)Cl)SCCCCCCCC	Training	0
3013	2628-16-2	O=C(Oc1ccc(C=C)cc1)C	Training	0
3014	2032-59-9	O=C(Oc1ccc(c(c1)C)N(C)C)NC	Training	0
3015	64019-93-8	O=C(Oc1ccc(cc1(OC(=O)C(C)(C)C))C(O)CNC)C(C)(C)C	Training	0
3016	10402-33-2	O=C(Oc1ccc(cc1(OC))CC=C)Cc2ccccc2	Training	0
3017	13031-43-1	O=C(Oc1ccc(cc1)C(=O)C)C	Training	0
3018	87-18-3	O=C(Oc1ccc(cc1)C(C)(C)C)c2ccccc2(O)	Training	0
3019	2624-43-3	O=C(Oc1ccc(cc1)C(c2ccc(OC(=O)C)cc2)=C3CCCCC3)C	Training	0
3020	603-50-9	O=C(Oc1ccc(cc1)C(c2ncccc2)c3ccc(OC(=O)C)cc3)C	Training	0
3021	140-39-6	O=C(Oc1ccc(cc1)C)C	Training	0
