Id	CAS number	VEGA SMILES	Status	Exp
3022	55066-56-3	O=C(Oc1ccc(cc1)C)CC(C)C	Training	0
3023	607-88-5	O=C(Oc1ccc(cc1)C)c2ccccc2(O)	Training	0
3024	115-33-3	O=C(Oc1ccc(cc1)C3(C(=O)Nc2ccccc23)(c4ccc(OC(=O)C)cc4))C	Training	0
3025	101-71-3	O=C(Oc1ccc(cc1)Cc2ccccc2)N	Training	0
3026	3736-81-0	O=C(Oc1ccc(cc1)N(C(=O)C(Cl)Cl)C)c2occc2	Training	0
3027	2623-33-8	O=C(Oc1ccc(cc1)NC(=O)C)C	Training	0
3028	118-57-0	O=C(Oc1ccc(cc1)NC(=O)C)c2ccccc2(O)	Training	0
3029	5003-48-5	O=C(Oc1ccc(cc1)NC(=O)C)c2ccccc2(OC(=O)C)	Training	0
3030	5174-32-3	O=C(Oc1ccc(cc1CCl)[N+](=O)[O-])C	Training	0
3031	57-47-6	O=C(Oc1ccc2c(c1)C3(C)(CCN(C)C3(N2C)))NC	Training	0
3032	2998-57-4	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34))N(CCCl)CCCl	Training	0
3033	50-50-0	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)CCC34))c5ccccc5	Training	0
3034	113-38-2	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(OC(=O)CC)CCC34))CC	Training	0
3035	52205-73-9	O=C(Oc1ccc2c(c1)CCC3C2CCC4(C)(C(OP(=O)(O)O)CCC34))N(CCCl)CCCl	Training	0
3036	101-26-8	O=C(Oc1ccc[n+](c1)C)N(C)C	Training	0
3037	23422-53-9	O=C(Oc1cccc(N=CN(C)C)c1)NC	Training	0
3038	102-29-4	O=C(Oc1cccc(O)c1)C	Training	0
3039	64-00-6	O=C(Oc1cccc(c1)C(C)C)NC	Training	0
3040	122-46-3	O=C(Oc1cccc(c1)C)C	Training	0
3041	4849-32-5	O=C(Oc1cccc(c1)NC(=O)N(C)C)NC(C)(C)C	Training	0
3042	13684-63-4	O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C	Training	0
3043	13684-56-5	O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2	Training	0
3044	114-80-7	O=C(Oc1cccc(c1)[N+](C)(C)C)N(C)C	Training	0
3045	22781-23-3	O=C(Oc1cccc2OC(Oc12)(C)C)NC	Training	0
3046	63-25-2	O=C(Oc1cccc2ccccc12)NC	Training	0
3047	114-26-1	O=C(Oc1ccccc1(OC(C)C))NC	Training	0
3048	553-17-3	O=C(Oc1ccccc1(OC))Oc2ccccc2(OC)	Training	0
3049	102-09-0	O=C(Oc1ccccc1)Oc2ccccc2	Training	0
3050	133-11-9	O=C(Oc1ccccc1)c2ccc(N)cc2(O)	Training	0
3051	17696-62-7	O=C(Oc1ccccc1)c2ccc(O)cc2	Training	0
3052	132-54-7	O=C(Oc1ccccc1)c2ccc3ccccc3(c2(O))	Training	0
3053	744-45-6	O=C(Oc1ccccc1)c2cccc(c2)C(=O)Oc3ccccc3	Training	0
3054	93-99-2	O=C(Oc1ccccc1)c2ccccc2	Training	0
3055	118-55-8	O=C(Oc1ccccc1)c2ccccc2(O)	Training	0
3056	84-62-8	O=C(Oc1ccccc1)c3ccccc3(C(=O)Oc2ccccc2)	Training	0
3057	2631-40-5	O=C(Oc1ccccc1C(C)C)NC	Training	0
3058	6988-21-2	O=C(Oc1ccccc1C2OCCO2)NC	Training	0
3059	29973-13-5	O=C(Oc1ccccc1CSCC)NC	Training	0
3060	56-94-0	O=C(Oc1ccccc1[N+](C)(C)C)N(C)CCCCCCCCCCN(C(=O)Oc2ccccc2[N+](C)(C)C)C	Training	0
3061	23103-98-2	O=C(Oc1nc(nc(c1C)C)N(C)C)N(C)C	Training	0
3062	644-64-4	O=C(Oc1nn(C(=O)N(C)C)c(c1)C)N(C)C	Training	0
3063	58-95-7	O=C(Oc2c(c(c1OC(C)(CCc1c2C)CCCC(C)CCCC(C)CCCC(C)C)C)C)C	Training	0
3064	40516-48-1	O=C(Oc2c(c(c1OC(C)(CCc1c2C)CCCC(C)CCCC(C)CCCC(C)C)C)C)C=C(C=CC=C(C=CC3=C(C)CCCC3(C)C)C)C	Training	0
3065	43119-47-7	O=C(Oc2c(c(c1OC(C)(CCc1c2C)CCCC(C)CCCC(C)CCCC(C)C)C)C)c3cnccc3	Training	0
3066	1563-66-2	O=C(Oc2cccc1c2(OC(C)(C)C1))NC	Training	0
3067	5591-49-1	O=C(Oc2ccccc2(C(=O)Nc1ccccc1))NC	Training	0
3068	389574-19-0	O=C(Oc4cc1c(CCN(C1)C(C(=O)C2CC2)c3ccccc3(F))s4)C	Training	0
3069	1502-95-0	O=C(Oc5ccc4c1c5(OC2C(OC(=O)C)C=CC3C(N(C)CCC123)C4))C	Training	0
3070	2295-58-1	O=C(c1c(O)cc(O)cc1(O))CC	Training	0
3071	35543-24-9	O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	Training	0
3072	719-32-4	O=C(c1c(c(c(C(=O)Cl)c(c1Cl)Cl)Cl)Cl)Cl	Training	0
3073	81-14-1	O=C(c1c(c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C	Training	0
3074	2040-10-0	O=C(c1c(cc(cc1C)C(C)(C)C)C)C	Training	0
3075	162881-26-7	O=C(c1c(cc(cc1C)C)C)P(=O)(c2ccccc2)C(=O)c3c(cc(cc3C)C)C	Training	0
3076	4659-45-4	O=C(c1c(cccc1Cl)Cl)Cl	Training	0
3077	38205-60-6	O=C(c1c(nc(C)s1)C)C	Training	0
3078	50847-11-5	O=C(c1c(nn2ccccc12)C(C)C)C(C)C	Training	0
3079	14368-24-2	O=C(c1cc(OC)c(OC)c(OC)c1)N2CCCCCCC2	Training	0
3080	635-41-6	O=C(c1cc(OC)c(OC)c(OC)c1)N2CCOCC2	Training	0
3081	63213-29-6	O=C(c1cc(OCC)c(OCC)cc1(OCC))C	Training	0
3082	2905-62-6	O=C(c1cc(cc(c1)Cl)Cl)Cl	Training	0
3083	10599-70-9	O=C(c1cc(oc1C)C)C	Training	0
3084	136817-59-9	O=C(c1cc2cc(ccc2([nH]1))NS(=O)(=O)C)N4CCN(c3ncccc3(NC(C)C))CC4	Training	0
3085	65055-17-6	O=C(c1ccc(F)c(c1)Cl)Cl	Training	0
3086	3575-80-2	O=C(c1ccc(F)cc1)CCCN2CCC(C)CC2	Training	0
3087	1050-79-9	O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)C)CC3	Training	0
3088	1480-19-9	O=C(c1ccc(F)cc1)CCCN3CCN(c2ccccc2(OC))CC3	Training	0
3089	1649-18-9	O=C(c1ccc(F)cc1)CCCN3CCN(c2ncccc2)CC3	Training	0
3090	2856-81-7	O=C(c1ccc(F)cc1)CCCN3CCN2CCCC2C3	Training	0
3091	99-45-6	O=C(c1ccc(O)c(O)c1)CNC	Training	0
3092	304-84-7	O=C(c1ccc(O)c(OC)c1)N(CC)CC	Training	0
3093	99-93-4	O=C(c1ccc(O)cc1)C	Training	0
3094	2491-38-5	O=C(c1ccc(O)cc1)CBr	Training	0
3095	70-70-2	O=C(c1ccc(O)cc1)CC	Training	0
3096	31127-54-5	O=C(c1ccc(O)cc1)c2ccc(O)c(O)c2(O)	Training	0
3097	611-99-4	O=C(c1ccc(O)cc1)c2ccc(O)cc2	Training	0
3098	1470-79-7	O=C(c1ccc(O)cc1)c2ccc(O)cc2(O)	Training	0
3099	131-54-4	O=C(c1ccc(OC)cc1(O))c2ccc(OC)cc2(O)	Training	0
3100	100-06-1	O=C(c1ccc(OC)cc1)C	Training	0
3101	72432-10-1	O=C(c1ccc(OC)cc1)N2C(=O)CCC2	Training	0
3102	94746-78-8	O=C(c1ccc(OC)cc1)N3CCN(CC(=O)N2CCOCC2)CC3	Training	0
3103	92623-83-1	O=C(c1ccc(OC)cc1)c3c2ccccc2n(c3C)CCN4CCOCC4	Training	0
3104	106797-53-9	O=C(c1ccc(OCCO)cc1)C(O)(C)C	Training	0
3105	335104-84-2	O=C(c1ccc(c(c1Cl)COCC(F)(F)F)S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	0
3106	13608-87-2	O=C(c1ccc(c(c1Cl)Cl)Cl)C	Training	0
3107	35578-47-3	O=C(c1ccc(cc1)Br)C(=O)c2ccc(cc2)Br	Training	0
3108	1009-61-6	O=C(c1ccc(cc1)C(=O)C)C	Training	0
3109	100-20-9	O=C(c1ccc(cc1)C(=O)Cl)Cl	Training	0
3110	156727-74-1	O=C(c1ccc(cc1)C(c2cccc(OC)c2)N3CC(N(CC=C)CC3C)C)N(CC)CC	Training	0
3111	122-00-9	O=C(c1ccc(cc1)C)C	Training	0
3112	3644-61-9	O=C(c1ccc(cc1)C)C(C)CN2CCCCC2	Training	0
3113	1641-17-4	O=C(c1ccc(cc1)C)c2ccc(OC)cc2(O)	Training	0
3114	64490-92-2	O=C(c1ccc(cc1)C)c2ccc(n2C)CC(=O)O	Training	0
3115	56839-43-1	O=C(c1ccc(cc1)CC)C(C)CN2CCCCC2	Training	0
3116	64092-48-4	O=C(c1ccc(cc1)Cl)c2c(cc(n2C)CC(=O)O)C	Training	0
3117	90-98-2	O=C(c1ccc(cc1)Cl)c2ccc(cc2)Cl	Training	0
3118	71868-10-5	O=C(c1ccc(cc1)SC)C(N2CCOCC2)(C)C	Training	0
3119	100-19-6	O=C(c1ccc(cc1)[N+](=O)[O-])C	Training	0
3120	122-04-3	O=C(c1ccc(cc1)[N+](=O)[O-])Cl	Training	0
3121	104206-82-8	O=C(c1ccc(cc1[N+](=O)[O-])S(=O)(=O)C)C2C(=O)CCCC2(=O)	Training	0
3122	774-55-0	O=C(c1ccc2c(c1)CCCC2)C	Training	0
3123	1072-83-9	O=C(c1ccc[nH]1)C	Training	0
3124	99-63-8	O=C(c1cccc(c1)C(=O)Cl)Cl	Training	0
3125	134-62-3	O=C(c1cccc(c1)C)N(CC)CC	Training	0
3126	31677-93-7	O=C(c1cccc(c1)Cl)C(NC(C)(C)C)C	Training	0
3127	34841-35-5	O=C(c1cccc(c1)Cl)CC	Training	0
3128	121-89-1	O=C(c1cccc(c1)[N+](=O)[O-])C	Training	0
3129	121-90-4	O=C(c1cccc(c1)[N+](=O)[O-])Cl	Training	0
3130	393-52-2	O=C(c1ccccc1(F))Cl	Training	0
3131	118-93-4	O=C(c1ccccc1(O))C	Training	0
3132	131-53-3	O=C(c1ccccc1(O))c2ccc(OC)cc2(O)	Training	0
3133	835-11-0	O=C(c1ccccc1(O))c2ccccc2(O)	Training	0
3134	98-86-2	O=C(c1ccccc1)C	Training	0
3135	134-81-6	O=C(c1ccccc1)C(=O)c2ccccc2	Training	0
3136	938-16-9	O=C(c1ccccc1)C(C)(C)C	Training	0
3137	611-70-1	O=C(c1ccccc1)C(C)C	Training	0
3138	10402-53-6	O=C(c1ccccc1)C(C)CN2CCN(CC2)CC(OCC)c3ccccc3	Training	0
3139	134-80-5	O=C(c1ccccc1)C(N(CC)CC)C	Training	0
3140	72739-14-1	O=C(c1ccccc1)C(N)C	Training	0
3141	7473-98-5	O=C(c1ccccc1)C(O)(C)C	Training	0
3142	119-53-9	O=C(c1ccccc1)C(O)c2ccccc2	Training	0
3143	24650-42-8	O=C(c1ccccc1)C(OC)(OC)c2ccccc2	Training	0
3144	947-19-3	O=C(c1ccccc1)C2(O)(CCCCC2)	Training	0
3145	5407-98-7	O=C(c1ccccc1)C2CCC2	Training	0
3146	712-50-5	O=C(c1ccccc1)C2CCCCC2	Training	0
3147	93-55-0	O=C(c1ccccc1)CC	Training	0
3148	93-91-4	O=C(c1ccccc1)CC(=O)C	Training	0
3149	326-06-7	O=C(c1ccccc1)CC(=O)C(F)(F)F	Training	0
3150	120-46-7	O=C(c1ccccc1)CC(=O)c2ccccc2	Training	0
3151	90-69-7	O=C(c1ccccc1)CC2N(C)C(CCC2)CC(O)c3ccccc3	Training	0
3152	495-40-9	O=C(c1ccccc1)CCC	Training	0
3153	1671-75-6	O=C(c1ccccc1)CCCCCC	Training	0
3154	451-40-1	O=C(c1ccccc1)Cc2ccccc2	Training	0
3155	98-88-4	O=C(c1ccccc1)Cl	Training	0
3156	4065-45-6	O=C(c1ccccc1)c2cc(c(OC)cc2(O))S(=O)(=O)O	Training	0
3157	1470-57-1	O=C(c1ccccc1)c2cc(ccc2(O))C	Training	0
3158	85-19-8	O=C(c1ccccc1)c2cc(ccc2(O))Cl	Training	0
3159	1137-42-4	O=C(c1ccccc1)c2ccc(O)cc2	Training	0
3160	131-56-6	O=C(c1ccccc1)c2ccc(O)cc2(O)	Training	0
3161	131-57-7	O=C(c1ccccc1)c2ccc(OC)cc2(O)	Training	0
3162	1843-05-6	O=C(c1ccccc1)c2ccc(OCCCCCCCC)cc2(O)	Training	0
3163	134-84-9	O=C(c1ccccc1)c2ccc(cc2)C	Training	0
3164	13020-57-0	O=C(c1ccccc1)c2cccc(O)c2	Training	0
3165	119-61-9	O=C(c1ccccc1)c2ccccc2	Training	0
3166	117-99-7	O=C(c1ccccc1)c2ccccc2(O)	Training	0
3167	114417-20-8	O=C(c1ccccc1C)N2c3cc(ccc3(C(=NOS(=O)(=O)O)CC2))Cl	Training	0
3168	577-59-3	O=C(c1ccccc1[N+](=O)[O-])C	Training	0
3169	610-14-0	O=C(c1ccccc1[N+](=O)[O-])Cl	Training	0
3170	132907-72-3	O=C(c1cn(c2ccccc12)C)C4Cc3nc[nH]c3CC4	Training	0
3171	350-03-8	O=C(c1cnccc1)C	Training	0
3172	54-36-4	O=C(c1cnccc1)C(c2cnccc2)(C)C	Training	0
3173	59-26-7	O=C(c1cnccc1)N(CC)CC	Training	0
3174	210631-68-8	O=C(c1cnn(c1(O))C)c3ccc(c(C2=NOCC2)c3C)S(=O)(=O)C	Training	0
3175	141112-29-0	O=C(c1cnoc1C2CC2)c3ccc(cc3S(=O)(=O)C)C(F)(F)F	Training	0
3176	1122-62-9	O=C(c1ncccc1)C	Training	0
3177	22047-25-2	O=C(c1nccnc1)C	Training	0
3178	24295-03-2	O=C(c1nccs1)C	Training	0
3179	41717-30-0	O=C(c1oc2ccccc2(c1))N4CCN(Cc3ccccc3)CC4	Training	0
3194	31188-99-5	O=C(c2ccc(OCC(=O)N1CCCCC1)cc2)C	Training	0
3195	3030-53-3	O=C(c2ccc(Oc1ccc(cc1)C(=O)CCl)cc2)CCl	Training	0
3196	781-73-7	O=C(c2ccc3c1ccccc1Cc3(c2))C	Training	0
3197	2039-76-1	O=C(c2ccc3ccc1ccccc1c3(c2))C	Training	0
3198	135158-54-2	O=C(c2cccc1nnsc12)SC	Training	0
3202	20702-77-6	O=C(c3c(O)cc(OC2OC(CO)C(O)C(O)C2(OC1OC(C)C(O)C(O)C1(O)))cc3(O))CCc4ccc(OC)c(O)c4	Training	0
3203	89-82-7	O=C1C(=C(C)C)CCC(C)C1	Training	0
3204	488-10-8	O=C1C(=C(C)CC1)CC=CCC	Training	0
3205	27314-13-2	O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl	Training	0
3206	68-89-3	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)O	Training	0
3207	1698-60-8	O=C1C(=C(N)C=NN1c2ccccc2)Cl	Training	0
3208	75444-65-4	O=C1C(=C(N=C2C=CC=CN12)C)CCN4CCC(C(=O)c3ccc(F)cc3)CC4	Training	0
3209	144598-75-4	O=C1C(=C(N=C2N1CCCC2(O))C)CCN5CCC(c4noc3cc(F)ccc34)CC5	Training	0
3210	106266-06-2	O=C1C(=C(N=C2N1CCCC2)C)CCN5CCC(c4noc3cc(F)ccc34)CC5	Training	0
3211	149979-41-9	O=C1C(=C(O)CC(C1)C2CCOCC2)C(=NOCC=CCl)CC	Training	0
3212	74051-80-2	O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC	Training	0
3213	2244-16-8	O=C1C(=CCC(C(=C)C)C1)C	Training	0
3214	25564-22-1	O=C1C(=CCC1)CCCCC	Training	0
3215	59756-60-4	O=C1C(=CN(C=C1c2cccc(c2)C(F)(F)F)C)c3ccccc3	Training	0
3216	100299-08-9	O=C1C(=CN=C2C(=CC=CN12)C)c3nnn[nH]3	Training	0
3217	486-66-8	O=C1C(=COc2cc(O)ccc12)c3ccc(O)cc3	Training	0
3218	35212-22-7	O=C1C(=COc2cc(OC(C)C)ccc12)c3ccccc3	Training	0
3219	41394-05-2	O=C1C(=NN=C(N1(N))C)c2ccccc2	Training	0
3220	21087-64-9	O=C1C(=NN=C(N1(N))SC)C(C)(C)C	Training	0
3221	33509-43-2	O=C1C(=NNC(N1(N))=S)C(C)(C)C	Training	0
3222	765-70-8	O=C1C(=O)C(C)CC1	Training	0
3223	13494-07-0	O=C1C(=O)C(C)CC1C	Training	0
3224	3008-43-3	O=C1C(=O)C(C)CCC1	Training	0
3225	2892-51-5	O=C1C(=O)C(O)=C1(O)	Training	0
3226	10373-78-1	O=C1C(=O)C2(C)(CCC1C2(C)(C))	Training	0
3227	933-52-8	O=C1C(C(=O)C1(C)C)(C)C	Training	0
3228	319-89-1	O=C1C(O)=C(O)C(=O)C(O)=C1(O)	Training	0
3229	19322-27-1	O=C1C(O)=C(OC1)C	Training	0
3230	3658-77-3	O=C1C(O)=C(OC1C)C	Training	0
3231	654055-01-3	O=C1C(O)=C(Oc2cc(O)cc(O)c12)c3ccc(O)cc3(O)	Training	0
3232	303-98-0	O=C1C(OC)=C(OC)C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	Training	0
3233	33704-61-9	O=C1C2=C(CCC1)C(C)(C)C(C)C2(C)C	Training	0
3234	20098-14-0	O=C1C2CC3CC1CC(O)(C2)C3	Training	0
3235	103361-09-7	O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	0
3236	719-22-2	O=C1C=C(C(=O)C(=C1)C(C)(C)C)C(C)(C)C	Training	0
3237	1125-21-9	O=C1C=C(C(=O)C(C)(C)C1)C	Training	0
3238	1196-01-6	O=C1C=C(C)C2CC1C2(C)(C)	Training	0
3239	78-59-1	O=C1C=C(C)CC(C)(C)C1	Training	0
3240	1193-18-6	O=C1C=C(C)CCC1	Training	0
3241	60-80-0	O=C1C=C(N(N1c2ccccc2)C)C	Training	0
3242	51-52-5	O=C1C=C(NC(N1)=S)CCC	Training	0
3243	103766-25-2	O=C1C=C(O)C(=CN1)Cl	Training	0
3244	501-30-4	O=C1C=C(OC=C1(O))CO	Training	0
3245	10004-44-1	O=C1C=C(ON1)C	Training	0
3246	55589-62-3	O=C1C=C(OS(=O)(=O)N1)C	Training	0
3247	103177-37-3	O=C1C=C(Oc2c(cccc12)NC(=O)c4ccc(OCCCCc3ccccc3)cc4)c5nnn[nH]5	Training	0
3248	119-41-5	O=C1C=C(Oc2cc(OCC(=O)OCC)ccc12)c3ccccc3	Training	0
3249	525-82-6	O=C1C=C(Oc2ccccc12)c3ccccc3	Training	0
3250	90098-04-7	O=C1C=C(c2ccccc2(N1))CC(NC(=O)c3ccc(cc3)Cl)C(=O)O	Training	0
3251	602-41-5	O=C1C=C4C(=CC=C1SC)c3c(OC)c(OC)c(OC2OC(CO)C(O)C(O)C2(O))cc3CCC4(NC(=O)C)	Training	0
3252	53179-13-8	O=C1C=CC(=CN1c2ccccc2)C	Training	0
3253	101975-10-4	O=C1C=CC(=NN1)c2ccc(OC(F)F)c(OC)c2	Training	0
3254	106-51-4	O=C1C=CC(=O)C=C1	Training	0
3255	123-33-1	O=C1C=CC(=O)NN1	Training	0
3256	481-06-1	O=C1C=CC2(C(=C1C)C3OC(=O)C(C)C3(CC2))(C)	Training	0
3257	102518-79-6	O=C1C=CC2=C(N1)CC3C=C(C)CC2(N)C3(=CC)	Training	0
3258	426-13-1	O=C1C=CC3(C(=C1)C(C)CC2C4CCC(O)(C(=O)C)C4(C)(CC(O)C23(F)))(C)	Training	0
3259	83-43-2	O=C1C=CC3(C(=C1)C(C)CC2C4CCC(O)(C(=O)CO)C4(C)(CC(O)C23))(C)	Training	0
3260	53-36-1	O=C1C=CC3(C(=C1)C(C)CC2C4CCC(O)(C(=O)COC(=O)C)C4(C)(CC(O)C23))(C)	Training	0
3261	34097-16-0	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(C(=O)COC(=O)C(C)(C)C)C4(C)(CC(O)C23Cl))(C)	Training	0
3262	59198-70-8	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(C(=O)COC(=O)CCCC)C4(C)(CC(O)C23(F)))(C)	Training	0
3263	2135-17-3	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
3264	2002-29-1	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(O)(C(=O)COC(=O)C(C)(C)C)C4(C)(CC(O)C23(F)))(C)	Training	0
3265	66852-54-8	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(OC(=O)CC)(C(=O)CCl)C4(C)(CC(O)C23(F)))(C)	Training	0
3266	80474-14-2	O=C1C=CC3(C(=C1)C(F)CC2C4CC(C)C(OC(=O)CC)(C(=O)SCF)C4(C)(CC(O)C23(F)))(C)	Training	0
3267	53-34-9	O=C1C=CC3(C(=C1)C(F)CC2C4CCC(O)(C(=O)CO)C4(C)(CC(O)C23))(C)	Training	0
3268	66734-13-2	O=C1C=CC3(C(=C1)CC(C2C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23))Cl)(C)	Training	0
3269	382-67-2	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
3270	49697-38-3	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(C(=O)OC)(C)C4(C)(CC(O)C23))(C)	Training	0
3271	25122-41-2	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CCl)C4(C)(CC(O)C23(F)))(C)	Training	0
3272	378-44-9	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
3273	4419-39-0	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23Cl))(C)	Training	0
3274	151-73-5	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)COP(=O)(O)O)C4(C)(CC(O)C23(F)))(C)	Training	0
3275	25122-46-7	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)CCl)C4(C)(CC(O)C23(F)))(C)	Training	0
3276	55541-30-5	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CC)(C(=O)COC(=O)CC)C4(C)(CC(O)C23(F)))(C)	Training	0
3277	33755-46-3	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(OC(=O)CCCC)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
3278	124-94-7	O=C1C=CC3(C(=C1)CCC2C4CC(O)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	0
3279	50-24-8	O=C1C=CC3(C(=C1)CCC2C4CCC(O)(C(=O)CO)C4(C)(CC(O)C23))(C)	Training	0
3280	52-21-1	O=C1C=CC3(C(=C1)CCC2C4CCC(O)(C(=O)COC(=O)C)C4(C)(CC(O)C23))(C)	Training	0
3281	2920-86-7	O=C1C=CC3(C(=C1)CCC2C4CCC(O)(C(=O)COC(=O)CCC(=O)O)C4(C)(CC(O)C23))(C)	Training	0
3282	107868-30-4	O=C1C=CC4(C(=C1)C(=C)CC2C4(CCC3(C(=O)CCC23)(C)))(C)	Training	0
3283	67-73-2	O=C1C=CC4(C(=C1)C(F)CC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34(F)))(C)C)(C)	Training	0
3284	968-93-4	O=C1C=CC4(C(=C1)CCC2C4(CCC3(OC(=O)CCC23)(C)))(C)	Training	0
3285	1247-42-3	O=C1C=CC4(C(=C1)CCC3C4(C(=O)CC2(C)(C3(CC(C)C2(O)(C(=O)CO)))))(C)	Training	0
3286	72-63-9	O=C1C=CC4(C(=C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))(C)	Training	0
3287	76-25-5	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34(F)))(C)C)(C)	Training	0
3288	638-94-8	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))(C)C)(C)	Training	0
3289	51333-22-3	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	0
3290	5611-51-8	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)COC(=O)CC(C)(C)C)C5(C)(CC(O)C34(F)))(C)C)(C)	Training	0
3291	98319-26-7	O=C1C=CC4(C)(C(N1)CCC2C4(CCC3(C)(C(C(=O)NC(C)(C)C)CCC23)))	Training	0
3292	164656-23-9	O=C1C=CC5(C)(C(N1)CCC3C5(CCC4(C)(C(C(=O)Nc2cc(ccc2C(F)(F)F)C(F)(F)F)CCC34)))	Training	0
3293	930-68-7	O=C1C=CCCC1	Training	0
3294	30652-11-0	O=C1C=CN(C(=C1(O))C)C	Training	0
3295	108612-45-9	O=C1C=CN=C(N1)N(C)C5CCN(c3nc2ccccc2n3Cc4ccc(F)cc4)CC5	Training	0
3296	66-22-8	O=C1C=CNC(=O)N1	Training	0
3297	141-90-2	O=C1C=CNC(N1)=S	Training	0
3298	65416-14-0	O=C1C=COC(=C1(OC(=O)C(C)C))C	Training	0
3299	72332-33-3	O=C1C=Cc2c(N1)c(O)ccc2C(O)C(NC(C)C)CC	Training	0
3300	2169-64-4	O=C1C=NN(C(=O)N1)C2OC(COC(=O)C)C(OC(=O)C)C2(OC(=O)C)	Training	0
3304	504-02-9	O=C1CC(=O)CCC1	Training	0
3305	873-94-9	O=C1CC(C)CC(C)(C)C1	Training	0
3306	38462-22-5	O=C1CC(C)CCC1C(C)(C)S	Training	0
3307	14073-97-3	O=C1CC(C)CCC1C(C)C	Training	0
3308	2896-70-0	O=C1CC(N(O)C(C)(C)C1)(C)C	Training	0
3309	826-36-8	O=C1CC(NC(C)(C)C1)(C)C	Training	0
3310	21736-83-4	O=C1CC(OC2OC3C(O)C(NC)C(O)C(NC)C3(OC12(O)))C	Training	0
3311	546-80-5	O=C1CC2(CC2(C1C))(C(C)C)	Training	0
3312	13380-94-4	O=C1CC2CC1C3CCCC23	Training	0
3313	464-49-3	O=C1CC2CCC1(C)C2(C)(C)	Training	0
3314	68-23-5	O=C1CC3=C(CC1)C4CCC2(C)(C(CCC2(O)(C#C))C4(CC3))	Training	0
3315	98-53-3	O=C1CCC(CC1)C(C)(C)C	Training	0
3316	16587-71-6	O=C1CCC(CC1)C(C)(C)CC	Training	0
3317	92-68-2	O=C1CCC(CC1)C2CCCCC2	Training	0
3318	40649-36-3	O=C1CCC(CC1)CCC	Training	0
3319	18339-16-7	O=C1CCC3(C)(C(C1)CCC2C4CC=CC4(C)(CCC23))	Training	0
3320	521-11-9	O=C1CCC4(C)(C(C1)CCC3C4(CCC2(C)(C3(CCC2(O)(C)))))	Training	0
3321	465-65-6	O=C1CCC5(O)(C4N(CC=C)CCC25(c3c(OC12)c(O)ccc3C4))	Training	0
