No.	CAS	SMILES	Status	Exp Carc
700	137-26-8	C(N(C)C)(=S)SSC(N(C)C)=S	Training	0
701	108-88-3	c1ccc(cc1)C	Training	0
702	584-84-9	O=C=Nc1ccc(c(N=C=O)c1)C	Training	0
703	823-40-5	Nc1cccc(N)c1C	Training	0
704	91-08-7	O=C=Nc1cccc(N=C=O)c1C	Training	0
705	66841-25-6	N#CC(OC(=O)C1C(C(C(Br)(Br)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	0
706	102-76-1	O=C(OCC(OC(=O)C)COC(=O)C)C	Test	0
707	43121-43-3	O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Test	0
708	2303-17-5	O=C(N(C(C)C)C(C)C)SCC(=C(Cl)Cl)Cl	Training	0
709	82097-50-5	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)	Training	0
710	101200-48-0	O=C(OC)c1ccccc1S(=O)(=O)NC(=O)N(c2nc(nc(n2)C)OC)C	Test	0
711	615-54-3	c1cc(c(cc1Br)Br)Br	Training	0
712	118-79-6	Oc1c(cc(cc1Br)Br)Br	Training	0
713	76-13-1	FC(F)(C(F)(Cl)Cl)Cl	Training	0
714	3380-34-5	Oc2cc(ccc2(Oc1ccc(cc1Cl)Cl))Cl	Training	0
715	87-61-6	c1cc(c(c(c1)Cl)Cl)Cl	Training	0
716	71-55-6	CC(Cl)(Cl)Cl	Training	0
717	75-69-4	FC(Cl)(Cl)Cl	Training	0
718	95-95-4	Oc1cc(c(cc1Cl)Cl)Cl	Training	0
719	93-76-5	O=C(O)COc1cc(c(cc1Cl)Cl)Cl	Test	0
720	93-72-1	O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C	Test	0
721	598-77-6	CC(C(Cl)Cl)Cl	Training	0
722	96-19-5	C(=C(CCl)Cl)Cl	Training	0
723	2077-46-5	c1cc(c(c(c1Cl)C)Cl)Cl	Training	0
724	2014-83-7	c1cc(c(c(c1)Cl)CCl)Cl	Training	0
725	58138-08-2	O1CC1(c2cc(cc(c2)Cl)Cl)CC(Cl)(Cl)Cl	Training	0
726	121-44-8	N(CC)(CC)CC	Training	0
727	112-27-6	OCCOCCOCCO	Test	0
728	420-46-2	FC(F)(F)C	Training	0
729	526-73-8	c1cc(c(c(c1)C)C)C	Training	0
730	95-63-6	c1cc(c(cc1C)C)C	Training	0
731	108-67-8	c1c(cc(cc1C)C)C	Test	0
732	25167-70-8	C=C(C)CC(C)(C)C	Training	0
733	99-35-4	O=[N+]([O-])c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]	Training	0
734	791-28-6	O=P(c1ccccc1)(c2ccccc2)c3ccccc3	Test	0
735	13674-87-8	O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl	Test	0
736	13674-84-5	O=P(OC(C)CCl)(OC(C)CCl)OC(C)CCl	Training	0
737	78-51-3	O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC	Training	0
738	1929-77-7	O=C(N(CCC)CCC)SCCC	Test	0
739	50471-44-8	O=C1OC(C=C)(C(=O)N1c2cc(cc(c2)Cl)Cl)C	Training	0
740	108-05-4	O=C(OC=C)C	Training	0
741	593-60-2	C=CBr	Training	0
742	81-81-2	O=C1Oc3ccccc3(C(O)=C1C(c2ccccc2)CC(=O)C)	Training	0
743	106-42-3	c1cc(ccc1C)C	Training	0
744	108-38-3	c1cc(cc(c1)C)C	Training	0
745	95-47-6	c1ccc(c(c1)C)C	Training	0
